Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason,Prior_Loan_Repayment_Rate_Master,Prior_Loan_Repayment_History_Master,Prior_Loan_Purpose_Master,Farmer_Credit_Score_General_Master
LOAN_0001936,FARMER_07683,ENT_007683,4230000,30.5,2024-03-21,Yes,4103100,2024-04-25,18,1,Creditworthy,2.58,0.7,Commercial Bank,1,61.0,2,No,N/A,0.97,Excellent,Working Capital,804
LOAN_0001937,FARMER_07690,ENT_007690,275000,5.5,2022-07-26,No,261250,2022-10-02,6,1,Creditworthy,1.26,0.44,Microfinance Bank,1,13.5,1,No,N/A,0.95,Excellent,Bundled Services Loan,428
LOAN_0001938,FARMER_07696,ENT_007696,3790000,26.5,2017-02-21,No,1591800,2017-08-08,12,5,Non-creditworthy,1.93,0.47,Family/Friends,2,48.1,0,Yes,Diversion of Funds,0.42,Poor,Bundled Services Loan,349
LOAN_0001939,FARMER_07698,ENT_007698,1375000,32.4,2021-04-25,Yes,0,,36,21,Creditworthy,3.3,0.68,Cooperative,5,63.5,5,No,N/A,0.0,None,Processing Equipment,335
LOAN_0001940,FARMER_07702,ENT_007702,1895000,7.3,2022-10-18,No,795900,2022-12-28,12,2,Non-creditworthy,1.69,0.6,Bank of Agriculture,2,71.5,2,Yes,Illness of Farmer,0.42,Poor,Mechanization Loan,787
LOAN_0001941,FARMER_07706,ENT_007706,480000,16.2,2021-11-09,No,0,,6,5,Creditworthy,0.39,0.63,Family/Friends,0,73.0,0,No,N/A,0.0,None,Input Loan,796
LOAN_0001942,FARMER_07709,ENT_007709,1005000,8.4,2016-09-21,No,452250,2017-01-15,6,3,Non-creditworthy,0.4,0.56,Family/Friends,1,93.0,3,Yes,Drought/Flood,0.45,Poor,Mechanization Loan,677
LOAN_0001943,FARMER_07712,ENT_007712,350000,10.0,2021-08-10,No,238000,2022-09-27,18,6,Creditworthy,0.54,0.63,Bank of Agriculture,2,49.3,4,No,N/A,0.68,Fair,Input Loan,734
LOAN_0001944,FARMER_07713,ENT_007713,1945000,16.5,2018-10-09,Yes,291750,2018-12-16,6,2,Non-creditworthy,1.03,0.45,Bank of Agriculture,3,26.8,0,Yes,Input Price Hike,0.15,Poor,Asset Acquisition,732
LOAN_0001945,FARMER_07716,ENT_007716,415000,19.8,2024-02-01,Yes,394250,2025-05-07,36,20,Creditworthy,1.97,0.73,Government Program,4,55.0,5,No,N/A,0.95,Excellent,Input Loan,341
LOAN_0001946,FARMER_07725,ENT_007725,2465000,7.4,2023-08-15,No,2267800,2024-02-17,24,8,Non-creditworthy,1.49,0.5,Government Program,0,50.2,2,No,N/A,0.92,Good,Storage Construction,559
LOAN_0001947,FARMER_07727,ENT_007727,1390000,30.3,2015-08-20,No,1139800,2016-05-11,18,11,Creditworthy,0.92,0.7,Informal Lender,5,24.6,5,No,N/A,0.82,Good,Asset Acquisition,470
LOAN_0001948,FARMER_07728,ENT_007728,2070000,33.1,2024-04-07,No,1035000,2025-04-01,12,9,Non-creditworthy,1.23,0.76,Bank of Agriculture,5,94.6,4,No,N/A,0.5,Fair,Bundled Services Loan,732
LOAN_0001949,FARMER_07731,ENT_007731,455000,26.2,2023-09-21,No,341250,2024-07-21,12,4,Creditworthy,0.84,0.78,Government Program,4,97.3,0,No,N/A,0.75,Fair,Processing Equipment,450
LOAN_0001950,FARMER_07737,ENT_007737,2090000,5.9,2022-05-20,No,2006400,2023-04-10,18,11,Non-creditworthy,0.74,0.56,Microfinance Bank,1,95.0,5,No,N/A,0.96,Excellent,Land Expansion,465
LOAN_0001951,FARMER_07738,ENT_007738,1215000,14.7,2023-01-20,Yes,133650,2023-10-29,36,15,Non-creditworthy,1.61,0.41,Government Program,3,29.8,1,Yes,Market Loss,0.11,Poor,Land Expansion,794
LOAN_0001952,FARMER_07752,ENT_007752,325000,16.8,2021-08-12,Yes,282750,2022-05-05,24,2,Creditworthy,1.46,0.52,Government Program,0,44.5,1,No,N/A,0.87,Good,Mechanization Loan,453
LOAN_0001953,FARMER_07754,ENT_007754,4585000,19.3,2019-09-06,No,4447450,2020-04-12,18,16,Non-creditworthy,1.87,0.48,Government Program,3,38.9,2,No,N/A,0.97,Excellent,Input Loan,411
LOAN_0001954,FARMER_07756,ENT_007756,535000,12.7,2022-09-27,Yes,481500,2023-02-22,12,3,Non-creditworthy,1.82,0.54,Microfinance Bank,3,23.0,2,No,N/A,0.9,Good,Land Expansion,485
LOAN_0001955,FARMER_07763,ENT_007763,170000,19.6,2022-07-08,Yes,40800,2022-12-12,6,4,Non-creditworthy,0.28,0.62,Microfinance Bank,2,73.1,1,Yes,Diversion of Funds,0.24,Poor,Asset Acquisition,458
LOAN_0001956,FARMER_07770,ENT_007770,355000,21.8,2022-12-04,Yes,347900,2024-06-17,24,12,Creditworthy,0.49,0.41,Government Program,3,96.7,4,No,N/A,0.98,Excellent,Processing Equipment,730
LOAN_0001957,FARMER_07772,ENT_007772,905000,6.7,2024-03-16,Yes,217200,2024-06-28,6,3,Non-creditworthy,2.78,0.58,Cooperative,0,83.8,3,Yes,Pest Attack,0.24,Poor,Mechanization Loan,833
LOAN_0001958,FARMER_07780,ENT_007780,3915000,31.7,2023-07-14,Yes,3758400,2023-08-27,24,24,Creditworthy,2.76,0.79,Cooperative,3,11.7,2,No,N/A,0.96,Excellent,Asset Acquisition,590
LOAN_0001959,FARMER_07781,ENT_007781,475000,8.5,2024-02-04,No,66500,2024-12-11,12,5,Non-creditworthy,0.78,0.64,Bank of Agriculture,5,86.5,1,Yes,Illness of Farmer,0.14,Poor,Processing Equipment,524
LOAN_0001960,FARMER_07787,ENT_007787,1455000,14.9,2023-04-10,No,1280400,2024-03-28,18,5,Non-creditworthy,1.15,0.48,Informal Lender,2,72.6,0,No,N/A,0.88,Good,Bundled Services Loan,415
LOAN_0001961,FARMER_07789,ENT_007789,1360000,33.5,2022-01-11,No,0,,24,16,Non-creditworthy,0.67,0.41,Government Program,3,16.6,2,No,N/A,0.0,None,Land Expansion,815
LOAN_0001962,FARMER_07792,ENT_007792,370000,11.0,2022-11-13,No,192400,2024-05-01,24,9,Non-creditworthy,0.16,0.54,Commercial Bank,5,38.3,5,No,N/A,0.52,Fair,Mechanization Loan,701
LOAN_0001963,FARMER_07795,ENT_007795,1075000,5.6,2021-08-17,No,838500,2023-06-30,36,1,Creditworthy,0.89,0.48,Commercial Bank,4,84.4,4,No,N/A,0.78,Fair,Land Expansion,486
LOAN_0001964,FARMER_07797,ENT_007797,160000,20.8,2014-06-15,No,153600,2014-09-26,6,2,Non-creditworthy,0.39,0.78,Commercial Bank,1,21.3,6,No,N/A,0.96,Excellent,Storage Construction,645
LOAN_0001965,FARMER_07802,ENT_007802,1405000,23.1,2015-01-28,No,955400,2016-02-24,18,2,Non-creditworthy,2.82,0.59,Family/Friends,3,50.3,4,No,N/A,0.68,Fair,Land Expansion,403
LOAN_0001966,FARMER_07807,ENT_007807,125000,29.0,2019-02-22,No,107500,2019-07-16,12,5,Creditworthy,0.45,0.75,Government Program,3,66.2,5,No,N/A,0.86,Good,Mechanization Loan,419
LOAN_0001967,FARMER_07813,ENT_007813,1050000,28.5,2019-04-30,No,199500,2019-08-17,24,10,Non-creditworthy,3.08,0.58,Bank of Agriculture,2,3.9,2,Yes,Input Price Hike,0.19,Poor,Bundled Services Loan,750
LOAN_0001968,FARMER_07814,ENT_007814,1885000,29.2,2019-03-11,No,0,,24,11,Creditworthy,1.77,0.4,Cooperative,5,94.9,2,No,N/A,0.0,None,Bundled Services Loan,799
LOAN_0001969,FARMER_07821,ENT_007821,3140000,26.9,2023-01-18,Yes,2606200,2023-06-02,6,5,Creditworthy,1.02,0.61,Microfinance Bank,2,71.7,6,No,N/A,0.83,Good,Asset Acquisition,609
LOAN_0001970,FARMER_07822,ENT_007822,6300000,30.1,2017-06-07,Yes,5229000,2017-10-04,24,11,Creditworthy,6.67,0.78,Microfinance Bank,4,5.8,1,No,N/A,0.83,Good,Processing Equipment,716
LOAN_0001971,FARMER_07825,ENT_007825,1230000,11.6,2019-12-19,No,0,,24,22,Non-creditworthy,0.4,0.62,Commercial Bank,2,82.5,4,No,N/A,0.0,None,Storage Construction,769
LOAN_0001972,FARMER_07830,ENT_007830,1130000,31.9,2020-10-06,Yes,0,,12,12,Creditworthy,0.55,0.69,Government Program,2,63.4,5,No,N/A,0.0,None,Processing Equipment,663
LOAN_0001973,FARMER_07837,ENT_007837,670000,16.0,2023-05-15,No,649900,2023-11-16,12,10,Creditworthy,1.27,0.55,Bank of Agriculture,5,57.7,1,No,N/A,0.97,Excellent,Working Capital,708
LOAN_0001974,FARMER_07843,ENT_007843,4880000,16.9,2020-05-18,No,0,,24,11,Creditworthy,5.55,0.58,Microfinance Bank,3,73.7,5,No,N/A,0.0,None,Processing Equipment,395
LOAN_0001975,FARMER_07844,ENT_007844,840000,24.9,2019-08-13,No,193200,2021-03-10,36,11,Non-creditworthy,0.77,0.76,Cooperative,4,31.3,4,Yes,Input Price Hike,0.23,Poor,Working Capital,465
LOAN_0001976,FARMER_07847,ENT_007847,580000,15.5,2022-06-06,Yes,232000,2022-07-27,6,4,Non-creditworthy,3.92,0.43,Informal Lender,3,28.1,3,Yes,Other,0.4,Poor,Bundled Services Loan,504
LOAN_0001977,FARMER_07848,ENT_007848,1245000,23.9,2021-05-23,No,684750,2023-03-03,24,1,Non-creditworthy,1.03,0.75,Microfinance Bank,0,92.7,1,No,N/A,0.55,Fair,Land Expansion,645
LOAN_0001978,FARMER_07854,ENT_007854,1410000,8.7,2023-07-31,Yes,155100,2024-06-18,18,16,Non-creditworthy,0.39,0.48,Family/Friends,1,86.2,1,Yes,Drought/Flood,0.11,Poor,Input Loan,467
LOAN_0001979,FARMER_07857,ENT_007857,2000000,6.4,2015-09-19,No,600000,2015-12-08,24,11,Non-creditworthy,1.62,0.63,Microfinance Bank,1,21.3,4,Yes,Diversion of Funds,0.3,Poor,Input Loan,481
LOAN_0001980,FARMER_07862,ENT_007862,7445000,11.0,2021-11-28,Yes,0,,12,12,Creditworthy,3.54,0.54,Commercial Bank,4,21.6,5,No,N/A,0.0,None,Input Loan,565
LOAN_0001981,FARMER_07868,ENT_007868,815000,34.9,2022-07-25,No,537900,2022-12-09,24,17,Non-creditworthy,0.89,0.55,Government Program,3,76.3,0,No,N/A,0.66,Fair,Asset Acquisition,598
LOAN_0001982,FARMER_07870,ENT_007870,2110000,23.9,2014-12-24,No,0,,18,7,Non-creditworthy,2.17,0.6,Cooperative,3,68.0,2,No,N/A,0.0,None,Land Expansion,758
LOAN_0001983,FARMER_07880,ENT_007880,2040000,15.1,2014-10-13,No,897600,2015-02-02,36,29,Non-creditworthy,2.62,0.52,Commercial Bank,2,56.2,5,Yes,Low/Poor Yield,0.44,Poor,Asset Acquisition,390
LOAN_0001984,FARMER_07881,ENT_007881,6950000,13.2,2017-10-02,Yes,6811000,2018-02-25,12,10,Creditworthy,3.8,0.63,Microfinance Bank,3,24.8,4,No,N/A,0.98,Excellent,Land Expansion,445
LOAN_0001985,FARMER_07883,ENT_007883,1355000,35.0,2023-12-06,No,1327900,2025-01-16,18,13,Non-creditworthy,1.01,0.44,Microfinance Bank,3,50.3,4,No,N/A,0.98,Excellent,Mechanization Loan,471
LOAN_0001986,FARMER_07886,ENT_007886,850000,29.0,2024-02-24,Yes,0,,24,19,Creditworthy,0.67,0.62,Government Program,5,72.3,2,No,N/A,0.0,None,Processing Equipment,346
LOAN_0001987,FARMER_07888,ENT_007888,640000,29.0,2022-08-30,Yes,627200,2022-12-14,6,1,Non-creditworthy,2.34,0.5,Bank of Agriculture,1,79.5,3,No,N/A,0.98,Excellent,Bundled Services Loan,304
LOAN_0001988,FARMER_07893,ENT_007893,865000,33.6,2015-03-08,No,787150,2016-03-29,24,23,Creditworthy,0.44,0.55,Family/Friends,5,42.1,1,No,N/A,0.91,Good,Storage Construction,600
LOAN_0001989,FARMER_07900,ENT_007900,1370000,10.2,2023-04-10,No,630200,2025-05-07,36,7,Non-creditworthy,1.02,0.64,Cooperative,3,72.9,4,Yes,Diversion of Funds,0.46,Poor,Working Capital,576
LOAN_0001990,FARMER_07904,ENT_007904,470000,9.2,2017-02-05,No,211500,2017-12-07,24,21,Non-creditworthy,0.88,0.7,Bank of Agriculture,4,61.9,6,Yes,Policy Change,0.45,Poor,Processing Equipment,587
LOAN_0001991,FARMER_07908,ENT_007908,280000,5.5,2020-12-31,Yes,187600,2021-09-15,18,6,Non-creditworthy,1.27,0.78,Cooperative,0,25.1,2,No,N/A,0.67,Fair,Asset Acquisition,408
LOAN_0001992,FARMER_07910,ENT_007910,1910000,8.7,2022-12-07,No,0,,6,1,Non-creditworthy,2.31,0.45,Microfinance Bank,4,3.1,3,No,N/A,0.0,None,Asset Acquisition,544
LOAN_0001993,FARMER_07915,ENT_007915,10850000,18.6,2016-02-01,Yes,1627500,2016-06-09,6,6,Non-creditworthy,9.48,0.52,Cooperative,4,85.6,5,Yes,Diversion of Funds,0.15,Poor,Asset Acquisition,441
LOAN_0001994,FARMER_07928,ENT_007928,2180000,10.5,2023-05-12,No,1329800,2023-08-19,6,4,Creditworthy,1.04,0.74,Microfinance Bank,5,88.8,6,No,N/A,0.61,Fair,Asset Acquisition,463
LOAN_0001995,FARMER_07930,ENT_007930,1275000,5.9,2017-10-27,Yes,318750,2018-10-04,24,7,Non-creditworthy,3.52,0.63,Family/Friends,5,56.2,1,Yes,Market Loss,0.25,Poor,Bundled Services Loan,611
LOAN_0001996,FARMER_07932,ENT_007932,5690000,8.1,2020-10-27,No,4324400,2021-06-13,12,11,Non-creditworthy,3.17,0.53,Bank of Agriculture,2,81.1,5,No,N/A,0.76,Fair,Asset Acquisition,626
LOAN_0001997,FARMER_07933,ENT_007933,1635000,34.1,2024-02-25,Yes,735750,2024-07-10,6,5,Non-creditworthy,1.93,0.41,Informal Lender,0,79.1,1,Yes,Illness of Farmer,0.45,Poor,Land Expansion,621
LOAN_0001998,FARMER_07936,ENT_007936,5190000,24.9,2019-07-17,No,0,,6,2,Creditworthy,2.2,0.47,Government Program,3,53.5,4,No,N/A,0.0,None,Storage Construction,631
LOAN_0001999,FARMER_07937,ENT_007937,190000,27.7,2022-04-26,Yes,119700,2025-03-20,36,3,Creditworthy,0.28,0.57,Microfinance Bank,3,65.3,2,No,N/A,0.63,Fair,Bundled Services Loan,587
LOAN_0002000,FARMER_07939,ENT_007939,2270000,30.9,2022-07-25,Yes,2224600,2023-02-17,18,3,Creditworthy,1.5,0.48,Family/Friends,1,20.7,1,No,N/A,0.98,Excellent,Input Loan,696
LOAN_0002001,FARMER_07942,ENT_007942,1525000,13.5,2014-07-13,No,1403000,2014-11-06,12,12,Creditworthy,2.19,0.6,Microfinance Bank,4,59.5,4,No,N/A,0.92,Good,Storage Construction,426
LOAN_0002002,FARMER_07945,ENT_007945,1300000,15.1,2021-06-22,No,1300000,2021-12-10,18,3,Creditworthy,0.73,0.56,Cooperative,4,33.6,0,No,N/A,1.0,Excellent,Mechanization Loan,610
LOAN_0002003,FARMER_07955,ENT_007955,5970000,13.3,2021-08-24,Yes,5970000,2021-10-29,6,6,Non-creditworthy,1.54,0.74,Cooperative,4,37.6,1,No,N/A,1.0,Excellent,Working Capital,495
LOAN_0002004,FARMER_07958,ENT_007958,580000,23.1,2018-12-01,Yes,568400,2019-09-25,12,5,Creditworthy,1.04,0.41,Cooperative,2,74.0,4,No,N/A,0.98,Excellent,Input Loan,370
LOAN_0002005,FARMER_07960,ENT_007960,665000,17.9,2017-08-03,Yes,651700,2018-05-01,36,22,Creditworthy,1.41,0.53,Family/Friends,3,50.2,0,No,N/A,0.98,Excellent,Mechanization Loan,719
LOAN_0002006,FARMER_07961,ENT_007961,1780000,31.3,2023-09-13,No,1691000,2023-11-23,12,4,Non-creditworthy,0.7,0.4,Informal Lender,4,23.1,2,No,N/A,0.95,Excellent,Mechanization Loan,615
LOAN_0002007,FARMER_07962,ENT_007962,295000,5.2,2022-07-02,No,0,,6,4,Creditworthy,0.27,0.59,Microfinance Bank,5,94.7,3,No,N/A,0.0,None,Mechanization Loan,560
LOAN_0002008,FARMER_07963,ENT_007963,160000,29.8,2017-12-05,Yes,51200,2018-09-28,24,24,Non-creditworthy,0.84,0.49,Commercial Bank,5,56.2,3,Yes,Low/Poor Yield,0.32,Poor,Input Loan,401
LOAN_0002009,FARMER_07966,ENT_007966,250000,9.9,2023-08-20,No,227500,2025-02-01,18,9,Creditworthy,0.59,0.75,Commercial Bank,5,90.7,3,No,N/A,0.91,Good,Asset Acquisition,351
LOAN_0002010,FARMER_07968,ENT_007968,1225000,34.3,2023-01-28,No,1212750,2023-07-22,12,4,Creditworthy,0.53,0.71,Bank of Agriculture,4,78.2,3,No,N/A,0.99,Excellent,Land Expansion,638
LOAN_0002011,FARMER_07979,ENT_007979,1115000,18.0,2024-04-07,Yes,735900,2024-06-18,18,18,Creditworthy,0.43,0.42,Commercial Bank,2,99.2,4,No,N/A,0.66,Fair,Asset Acquisition,361
LOAN_0002012,FARMER_07981,ENT_007981,1900000,18.4,2022-02-08,No,1007000,2022-07-27,6,4,Creditworthy,2.33,0.66,Bank of Agriculture,5,7.6,6,No,N/A,0.53,Fair,Asset Acquisition,523
LOAN_0002013,FARMER_07984,ENT_007984,485000,16.4,2016-07-07,Yes,126100,2018-09-16,36,24,Non-creditworthy,0.89,0.6,Microfinance Bank,2,24.9,4,Yes,Diversion of Funds,0.26,Poor,Input Loan,455
LOAN_0002014,FARMER_07985,ENT_007985,550000,17.8,2021-03-15,No,242000,2022-06-24,24,19,Non-creditworthy,1.17,0.48,Informal Lender,4,53.2,1,Yes,Diversion of Funds,0.44,Poor,Storage Construction,690
LOAN_0002015,FARMER_07987,ENT_007987,910000,13.2,2016-03-07,No,373100,2016-09-21,12,12,Non-creditworthy,0.24,0.53,Government Program,3,98.0,3,Yes,Input Price Hike,0.41,Poor,Asset Acquisition,793
LOAN_0002016,FARMER_07991,ENT_007991,2190000,10.6,2023-10-19,No,2124300,2024-07-21,18,12,Creditworthy,3.23,0.69,Microfinance Bank,0,87.2,2,No,N/A,0.97,Excellent,Asset Acquisition,488
LOAN_0002017,FARMER_08000,ENT_008000,1155000,13.4,2021-10-05,No,1120350,2022-04-26,18,14,Creditworthy,1.44,0.54,Informal Lender,5,9.1,1,No,N/A,0.97,Excellent,Storage Construction,315
LOAN_0002018,FARMER_08007,ENT_008007,3670000,30.1,2018-05-26,Yes,0,,24,15,Creditworthy,1.7,0.45,Commercial Bank,1,2.5,4,No,N/A,0.0,None,Storage Construction,349
LOAN_0002019,FARMER_08019,ENT_008019,7895000,26.0,2020-06-17,No,7342350,2022-05-04,24,12,Creditworthy,3.41,0.5,Family/Friends,0,9.1,0,No,N/A,0.93,Good,Input Loan,335
LOAN_0002020,FARMER_08020,ENT_008020,3490000,5.2,2024-05-01,No,1849700,2024-08-12,6,6,Creditworthy,2.98,0.57,Informal Lender,1,83.4,0,No,N/A,0.53,Fair,Asset Acquisition,439
LOAN_0002021,FARMER_08022,ENT_008022,1685000,23.3,2022-01-29,Yes,859350,2022-10-08,18,12,Creditworthy,0.8,0.53,Family/Friends,3,51.9,6,No,N/A,0.51,Fair,Storage Construction,822
LOAN_0002022,FARMER_08026,ENT_008026,1580000,24.8,2015-06-08,Yes,237000,2017-10-29,36,36,Non-creditworthy,3.35,0.53,Cooperative,1,66.4,1,Yes,Policy Change,0.15,Poor,Processing Equipment,575
LOAN_0002023,FARMER_08027,ENT_008027,1125000,26.3,2014-08-08,Yes,0,,6,4,Non-creditworthy,1.21,0.65,Commercial Bank,1,39.6,4,No,N/A,0.0,None,Asset Acquisition,698
LOAN_0002024,FARMER_08028,ENT_008028,2890000,25.0,2019-09-22,No,1907400,2020-06-09,12,6,Non-creditworthy,5.03,0.62,Informal Lender,1,42.8,5,No,N/A,0.66,Fair,Mechanization Loan,675
LOAN_0002025,FARMER_08033,ENT_008033,450000,16.9,2018-11-19,No,157500,2019-11-25,24,23,Non-creditworthy,0.29,0.43,Bank of Agriculture,3,12.7,3,Yes,Other,0.35,Poor,Working Capital,481
LOAN_0002026,FARMER_08034,ENT_008034,4165000,19.7,2018-06-19,Yes,3748500,2019-05-08,12,3,Creditworthy,2.51,0.51,Bank of Agriculture,4,2.8,0,No,N/A,0.9,Good,Input Loan,681
LOAN_0002027,FARMER_08037,ENT_008037,750000,24.2,2021-10-14,No,742500,2024-02-04,36,3,Creditworthy,0.63,0.77,Cooperative,1,49.1,1,No,N/A,0.99,Excellent,Bundled Services Loan,443
LOAN_0002028,FARMER_08048,ENT_008048,1425000,28.8,2024-05-06,Yes,1268250,2025-05-07,24,22,Creditworthy,0.56,0.7,Bank of Agriculture,4,9.9,4,No,N/A,0.89,Good,Bundled Services Loan,814
LOAN_0002029,FARMER_08055,ENT_008055,5915000,26.4,2022-11-27,Yes,2839200,2024-02-15,18,7,Non-creditworthy,1.93,0.73,Bank of Agriculture,1,10.5,0,Yes,Drought/Flood,0.48,Poor,Input Loan,385
LOAN_0002030,FARMER_08056,ENT_008056,7010000,17.2,2022-06-21,Yes,841200,2022-08-18,12,8,Non-creditworthy,3.18,0.59,Commercial Bank,2,67.5,2,Yes,Input Price Hike,0.12,Poor,Input Loan,780
LOAN_0002031,FARMER_08061,ENT_008061,695000,24.9,2021-09-15,No,173750,2021-10-15,18,1,Non-creditworthy,0.43,0.64,Government Program,0,26.9,4,Yes,Input Price Hike,0.25,Poor,Asset Acquisition,742
LOAN_0002032,FARMER_08062,ENT_008062,2795000,16.5,2020-12-08,No,1844700,2021-12-24,24,10,Non-creditworthy,2.53,0.51,Bank of Agriculture,3,94.6,5,No,N/A,0.66,Fair,Asset Acquisition,512
LOAN_0002033,FARMER_08064,ENT_008064,80000,33.0,2023-03-15,Yes,24800,2023-07-31,6,6,Non-creditworthy,0.3,0.55,Microfinance Bank,4,75.2,0,Yes,Illness of Farmer,0.31,Poor,Bundled Services Loan,361
LOAN_0002034,FARMER_08074,ENT_008074,3205000,12.7,2020-12-24,Yes,3140900,2022-05-23,36,26,Non-creditworthy,1.08,0.43,Family/Friends,1,29.2,6,No,N/A,0.98,Excellent,Mechanization Loan,809
LOAN_0002035,FARMER_08083,ENT_008083,3680000,26.7,2022-05-27,Yes,3643200,2024-03-02,24,24,Creditworthy,2.74,0.54,Bank of Agriculture,5,74.5,0,No,N/A,0.99,Excellent,Processing Equipment,692
LOAN_0002036,FARMER_08091,ENT_008091,3780000,8.5,2014-05-27,No,0,,6,6,Non-creditworthy,1.11,0.74,Bank of Agriculture,1,99.7,6,No,N/A,0.0,None,Working Capital,408
LOAN_0002037,FARMER_08093,ENT_008093,4380000,29.9,2021-10-15,No,788400,2022-12-31,18,1,Non-creditworthy,2.56,0.57,Bank of Agriculture,1,15.1,6,Yes,Pest Attack,0.18,Poor,Bundled Services Loan,366
LOAN_0002038,FARMER_08095,ENT_008095,1835000,24.8,2024-02-02,Yes,0,,6,5,Creditworthy,1.18,0.77,Family/Friends,1,99.1,4,No,N/A,0.0,None,Asset Acquisition,614
LOAN_0002039,FARMER_08103,ENT_008103,1870000,15.1,2023-04-10,Yes,1552100,2024-08-05,18,5,Non-creditworthy,0.84,0.78,Cooperative,3,55.4,3,No,N/A,0.83,Good,Working Capital,324
LOAN_0002040,FARMER_08106,ENT_008106,1500000,15.2,2021-08-16,Yes,0,,36,2,Creditworthy,1.13,0.42,Commercial Bank,2,31.9,1,No,N/A,0.0,None,Working Capital,779
LOAN_0002041,FARMER_08107,ENT_008107,550000,19.9,2019-04-09,No,456500,2020-01-01,18,11,Creditworthy,0.15,0.8,Family/Friends,4,72.6,5,No,N/A,0.83,Good,Asset Acquisition,433
LOAN_0002042,FARMER_08113,ENT_008113,3345000,7.9,2018-10-03,No,3278100,2020-07-16,36,3,Creditworthy,1.02,0.5,Family/Friends,2,9.3,6,No,N/A,0.98,Excellent,Bundled Services Loan,405
LOAN_0002043,FARMER_08118,ENT_008118,240000,32.4,2019-01-28,Yes,196800,2019-09-12,24,1,Creditworthy,0.33,0.59,Microfinance Bank,5,82.3,0,No,N/A,0.82,Good,Land Expansion,461
LOAN_0002044,FARMER_08120,ENT_008120,3755000,10.2,2018-11-10,No,1990150,2019-03-15,6,5,Creditworthy,2.03,0.66,Commercial Bank,5,59.9,4,No,N/A,0.53,Fair,Mechanization Loan,687
LOAN_0002045,FARMER_08126,ENT_008126,275000,30.3,2022-04-11,No,121000,2022-08-25,6,1,Non-creditworthy,1.12,0.5,Government Program,2,99.3,3,Yes,Policy Change,0.44,Poor,Bundled Services Loan,822
LOAN_0002046,FARMER_08127,ENT_008127,520000,20.2,2016-02-29,Yes,306800,2017-05-02,18,17,Creditworthy,0.15,0.71,Informal Lender,1,7.5,5,No,N/A,0.59,Fair,Processing Equipment,778
LOAN_0002047,FARMER_08135,ENT_008135,2705000,17.1,2024-01-05,No,2596800,2024-07-21,12,6,Creditworthy,2.05,0.66,Bank of Agriculture,2,28.0,5,No,N/A,0.96,Excellent,Working Capital,827
LOAN_0002048,FARMER_08136,ENT_008136,1465000,13.4,2017-01-31,Yes,1421050,2017-08-06,12,8,Creditworthy,1.21,0.77,Government Program,5,65.0,6,No,N/A,0.97,Excellent,Storage Construction,701
LOAN_0002049,FARMER_08141,ENT_008141,645000,5.2,2022-08-21,Yes,612750,2023-11-15,24,7,Creditworthy,0.45,0.43,Microfinance Bank,4,47.0,6,No,N/A,0.95,Excellent,Working Capital,801
LOAN_0002050,FARMER_08142,ENT_008142,1105000,16.7,2015-05-02,Yes,0,,6,5,Non-creditworthy,0.79,0.54,Bank of Agriculture,3,44.8,5,No,N/A,0.0,None,Mechanization Loan,313
LOAN_0002051,FARMER_08145,ENT_008145,595000,13.2,2023-03-14,Yes,577150,2023-07-11,24,23,Non-creditworthy,3.23,0.75,Cooperative,0,97.5,1,No,N/A,0.97,Excellent,Storage Construction,687
LOAN_0002052,FARMER_08146,ENT_008146,230000,7.0,2015-05-24,No,0,,18,2,Non-creditworthy,1.73,0.71,Commercial Bank,1,52.6,5,No,N/A,0.0,None,Input Loan,666
LOAN_0002053,FARMER_08148,ENT_008148,2760000,28.8,2019-03-08,No,0,,6,4,Creditworthy,1.91,0.65,Government Program,0,6.1,1,No,N/A,0.0,None,Processing Equipment,774
LOAN_0002054,FARMER_08151,ENT_008151,2485000,25.6,2023-09-09,No,919450,2024-01-27,12,6,Non-creditworthy,1.15,0.72,Government Program,2,97.1,3,Yes,Input Price Hike,0.37,Poor,Processing Equipment,360
LOAN_0002055,FARMER_08167,ENT_008167,1260000,21.0,2024-03-25,Yes,957600,2025-01-05,12,12,Creditworthy,2.01,0.75,Cooperative,3,48.1,3,No,N/A,0.76,Fair,Processing Equipment,700
LOAN_0002056,FARMER_08169,ENT_008169,1550000,18.9,2023-03-14,No,372000,2025-05-05,36,10,Non-creditworthy,0.61,0.41,Cooperative,5,1.2,6,Yes,Pest Attack,0.24,Poor,Bundled Services Loan,369
LOAN_0002057,FARMER_08174,ENT_008174,3150000,6.9,2023-06-14,Yes,2299500,2025-02-09,36,21,Non-creditworthy,1.61,0.51,Bank of Agriculture,1,8.2,3,No,N/A,0.73,Fair,Bundled Services Loan,482
LOAN_0002058,FARMER_08179,ENT_008179,3600000,6.6,2018-03-15,No,720000,2019-02-02,12,10,Non-creditworthy,4.34,0.66,Bank of Agriculture,4,69.9,4,Yes,Market Loss,0.2,Poor,Working Capital,518
