state,age,gender,education,household_size,farm_size_hectares,primary_crop,secondary_crop,livestock_type,farming_experience_years,has_bank_account,uses_mobile_money,monthly_income_naira,off_farm_income_naira,utility_payment_score,monthly_mobile_spend_naira,has_smartphone,has_previous_loan,last_loan_amount_naira,loan_product_type,repaid_last_loan_on_time,has_default_history,cooperative_member,cooperative_repayment_rate_percent,last_utility_payment_date,last_rent_payment_date,social_media_usage,ecommerce_activity,total_income,income_per_capita,farm_size_category
Kaduna,24,Male,Primary,11,7.52,Sorghum,Cassava,None,1,True,True,71492,16753,825,9594,False,False,0,None,False,False,True,80,2025-03-17,2025-05-04,Low,False,88245,8022.272727272727,Medium (5-10ha)
Oyo,34,Female,Secondary,2,2.35,Tomato,Sorghum,Poultry,1,True,False,188850,91241,652,7093,False,False,0,None,False,False,True,98,2025-03-29,2025-04-21,Low,False,280091,140045.5,Small (1-5ha)
Taraba,49,Female,Secondary,10,5.27,Cowpea,Soybean,Pigs,27,False,False,82527,16285,377,9331,False,False,0,None,False,False,False,0,2025-02-14,2025-04-15,None,False,98812,9881.2,Medium (5-10ha)
Anambra,41,Male,None,10,9.2,Cowpea,Rice,None,8,True,False,78048,29230,618,5458,False,True,247944,Farm Inputs,True,False,True,83,2025-03-16,2025-03-15,Low,False,107278,10727.8,Medium (5-10ha)
Enugu,18,Male,Secondary,7,6.03,Sorghum,Cassava,Cattle,0,True,True,189626,92762,371,3607,True,False,0,None,False,False,False,0,2025-03-16,,Medium,False,282388,40341.142857142855,Medium (5-10ha)
Ebonyi,64,Female,Secondary,9,6.93,Cassava,Cowpea,Fish Farming,4,False,False,171866,1450,643,4152,False,False,0,None,False,False,True,91,2025-04-05,2025-05-05,High,False,173316,19257.333333333332,Medium (5-10ha)
Oyo,30,Female,None,1,6.16,Tomato,Sorghum,Goats,6,False,True,14027,6421,310,8889,True,False,0,None,False,False,False,0,2025-02-13,2025-03-29,Low,False,20448,20448.0,Medium (5-10ha)
Abia,62,Male,None,7,2.99,Cotton,Groundnut,Pigs,1,False,True,181630,58794,574,770,True,True,35344,Mechanization Services,False,True,True,96,2025-04-16,2025-03-24,Medium,False,240424,34346.28571428572,Small (1-5ha)
Taraba,42,Male,Tertiary,7,0.11,Cowpea,Tomato,Pigs,9,False,False,54723,20741,847,3724,False,False,0,None,False,False,True,73,2025-04-12,2025-05-05,None,False,75464,10780.57142857143,Subsistence (<1ha)
Borno,42,Male,None,7,1.58,Cocoa,Rubber,Cattle,20,False,False,192336,49244,399,5879,True,False,0,None,False,False,False,0,2025-02-09,2025-04-29,High,True,241580,34511.42857142857,Small (1-5ha)
Jigawa,28,Female,Secondary,6,2.0,Groundnut,Tomato,Poultry,4,False,True,169193,60929,745,3788,False,False,0,None,False,False,True,74,2025-03-17,2025-04-13,High,False,230122,38353.666666666664,Small (1-5ha)
Adamawa,55,Male,Secondary,4,1.59,Maize,Soybean,Fish Farming,24,False,True,123600,61097,366,5454,True,True,460910,Bundled Services,True,False,True,100,2025-02-14,2025-03-23,High,False,184697,46174.25,Small (1-5ha)
Yobe,23,Female,Primary,3,9.06,Millet,Vegetables,None,5,True,True,52846,3406,309,2432,True,False,0,None,False,False,True,98,2025-04-08,2025-04-25,Medium,True,56252,18750.666666666668,Medium (5-10ha)
Kaduna,23,Male,Tertiary,5,8.42,Sesame,Cotton,Sheep,3,True,True,72199,28565,705,4732,True,False,0,None,False,False,False,0,2025-03-07,2025-03-12,High,False,100764,20152.8,Medium (5-10ha)
Ogun,37,Female,Primary,4,4.03,Groundnut,Sesame,Poultry,16,True,True,161754,26854,741,2265,True,True,156170,Bundled Services,False,True,False,0,2025-04-23,2025-04-24,Medium,False,188608,47152.0,Small (1-5ha)
Borno,48,Female,Secondary,2,5.57,Cassava,Cowpea,Sheep,7,False,True,103258,29127,673,5031,False,False,0,None,False,False,True,77,2025-03-15,2025-04-13,High,True,132385,66192.5,Medium (5-10ha)
Nasarawa,52,Female,Tertiary,3,3.02,Rice,Vegetables,Goats,23,True,False,21513,10587,733,1540,True,False,0,None,False,False,True,76,2025-02-08,2025-05-02,None,True,32100,10700.0,Small (1-5ha)
Oyo,27,Male,Tertiary,8,7.17,Sorghum,Millet,Cattle,0,False,True,147699,12435,448,5342,True,True,368768,Bundled Services,True,False,False,0,2025-03-11,2025-03-15,Low,False,160134,20016.75,Medium (5-10ha)
Nasarawa,48,Male,None,1,4.57,Cassava,Rice,Fish Farming,9,True,True,192818,12793,726,1265,True,False,0,None,False,False,True,75,2025-04-22,2025-03-24,None,False,205611,205611.0,Small (1-5ha)
Cross River,56,Male,Secondary,11,2.16,Rubber,Cotton,Fish Farming,22,False,True,62785,19422,544,7506,True,False,0,None,False,False,False,0,2025-02-15,2025-03-15,None,True,82207,7473.363636363636,Small (1-5ha)
Edo,46,Female,Tertiary,6,1.24,Cocoa,Yam,Sheep,20,True,True,156245,34300,563,753,False,True,461095,Farm Inputs,True,False,True,86,2025-03-31,2025-03-30,None,False,190545,31757.5,Small (1-5ha)
Lagos,48,Female,Primary,10,6.87,Sorghum,Cassava,Pigs,26,False,False,140753,8684,527,6100,True,False,0,None,False,False,True,80,2025-02-22,2025-03-31,Low,False,149437,14943.7,Medium (5-10ha)
Cross River,65,Male,Secondary,9,9.02,Rice,Tomato,Pigs,37,True,False,175897,63264,399,1344,False,True,67870,Farm Inputs,False,True,True,71,2025-03-02,2025-03-07,Low,True,239161,26573.444444444445,Medium (5-10ha)
Edo,40,Male,Tertiary,6,8.17,Cassava,Tomato,Poultry,20,False,True,17415,6095,397,3174,False,True,370184,Mechanization Services,True,False,False,0,2025-04-06,2025-04-20,Medium,False,23510,3918.3333333333335,Medium (5-10ha)
Delta,18,Male,None,2,5.51,Sorghum,None,Fish Farming,0,False,True,158663,68054,821,4765,True,False,0,None,False,False,True,98,2025-02-09,,High,True,226717,113358.5,Medium (5-10ha)
Ondo,65,Male,Primary,2,0.27,Soybean,Sesame,Fish Farming,12,True,False,68925,25341,335,6839,False,False,0,None,False,False,True,77,2025-02-13,2025-04-06,Medium,True,94266,47133.0,Subsistence (<1ha)
Borno,65,Male,None,9,8.22,Cowpea,Cassava,Cattle,46,False,True,121371,23879,369,1739,True,True,374596,Bundled Services,True,False,False,0,2025-03-18,2025-04-19,Low,True,145250,16138.888888888889,Medium (5-10ha)
Edo,50,Male,Secondary,4,2.7,Oil Palm,Soybean,Pigs,21,False,True,155772,30496,577,9621,False,False,0,None,False,False,True,91,2025-04-27,2025-03-18,Low,True,186268,46567.0,Small (1-5ha)
Adamawa,27,Male,Primary,4,9.44,Vegetables,Tomato,Pigs,5,False,False,136708,56194,650,7218,False,False,0,None,False,False,False,0,2025-03-03,2025-03-18,Medium,False,192902,48225.5,Medium (5-10ha)
Oyo,31,Male,Secondary,4,8.08,Oil Palm,Soybean,None,7,False,False,146780,4932,385,4961,True,False,0,None,False,False,True,87,2025-02-24,2025-04-02,Low,False,151712,37928.0,Medium (5-10ha)
Nasarawa,27,Female,Secondary,11,3.78,Soybean,Millet,Fish Farming,9,False,True,16483,7783,393,2826,False,False,0,None,False,False,False,0,2025-03-06,2025-03-07,None,False,24266,2206.0,Small (1-5ha)
Akwa Ibom,62,Female,Secondary,12,3.6,Maize,Groundnut,Poultry,12,True,False,115945,47380,379,2557,True,True,259232,Bundled Services,False,True,False,0,2025-02-20,2025-04-18,None,False,163325,13610.416666666666,Small (1-5ha)
Kaduna,54,Male,Primary,1,7.35,Millet,Vegetables,Goats,8,False,True,52892,9988,674,9344,True,True,146024,Bundled Services,True,False,True,81,2025-02-27,2025-04-03,High,False,62880,62880.0,Medium (5-10ha)
Kano,19,Male,Tertiary,1,9.96,Soybean,Maize,Sheep,0,True,True,182227,28419,748,9514,True,False,0,None,False,False,True,94,2025-02-13,,High,False,210646,210646.0,Medium (5-10ha)
Yobe,18,Female,Primary,12,4.67,Tomato,Rice,Cattle,0,False,False,161957,58115,411,8422,True,False,0,None,False,False,True,81,2025-04-19,,Medium,False,220072,18339.333333333332,Small (1-5ha)
Bauchi,32,Female,Secondary,2,6.88,Cassava,None,Fish Farming,4,True,True,144574,588,446,9603,True,False,0,None,False,False,True,92,2025-04-26,2025-03-13,Medium,True,145162,72581.0,Medium (5-10ha)
Edo,26,Female,Secondary,12,3.28,Millet,Soybean,None,1,True,False,68849,27291,709,1467,True,True,197115,Mechanization Services,True,False,False,0,2025-03-04,2025-03-13,Medium,False,96140,8011.666666666667,Small (1-5ha)
Gombe,56,Female,Secondary,1,4.31,Soybean,Cocoa,Fish Farming,21,False,True,178495,16074,695,8045,True,True,436643,Mechanization Services,True,False,False,0,2025-02-14,2025-04-13,None,True,194569,194569.0,Small (1-5ha)
Taraba,33,Male,None,3,6.0,Sesame,Vegetables,Sheep,13,True,False,61699,18814,825,3239,False,False,0,None,False,False,False,0,2025-03-30,2025-05-04,None,True,80513,26837.666666666668,Medium (5-10ha)
Akwa Ibom,59,Female,Secondary,7,6.2,Yam,Oil Palm,Cattle,15,False,False,117651,17868,516,2736,True,True,163424,Mechanization Services,True,False,False,0,2025-02-24,2025-05-04,Medium,False,135519,19359.85714285714,Medium (5-10ha)
Rivers,45,Male,Secondary,5,2.78,Sorghum,Oil Palm,Goats,19,False,False,128787,1463,577,6874,True,False,0,None,False,False,False,0,2025-04-19,2025-04-28,Medium,True,130250,26050.0,Small (1-5ha)
Delta,20,Female,Tertiary,2,1.02,Groundnut,Sesame,Pigs,2,False,False,195535,36952,614,1124,True,True,366116,Mechanization Services,False,True,False,0,2025-04-01,,High,False,232487,116243.5,Small (1-5ha)
Ebonyi,62,Male,Primary,8,4.45,Cassava,Tomato,Sheep,8,True,False,58234,22524,417,4384,True,False,0,None,False,False,True,90,2025-03-01,2025-03-19,None,True,80758,10094.75,Small (1-5ha)
Sokoto,38,Female,Secondary,2,3.98,Maize,Groundnut,Cattle,20,True,False,105077,17053,526,6509,False,True,107244,Farm Inputs,True,False,True,90,2025-03-02,2025-05-01,Low,False,122130,61065.0,Small (1-5ha)
Bauchi,64,Female,None,11,9.59,Yam,Maize,Fish Farming,11,True,False,168424,28012,469,6381,True,False,0,None,False,False,True,100,2025-04-21,2025-04-09,High,False,196436,17857.81818181818,Medium (5-10ha)
Taraba,29,Male,None,9,9.34,Yam,Oil Palm,Goats,11,False,True,56021,22245,367,5776,False,True,280922,Farm Inputs,False,True,True,81,2025-03-28,2025-03-10,High,True,78266,8696.222222222223,Medium (5-10ha)
Osun,60,Female,None,3,6.09,Cocoa,Rice,Goats,3,False,False,56001,16278,359,7958,True,True,70325,Farm Inputs,True,False,False,0,2025-03-14,2025-04-05,Low,False,72279,24093.0,Medium (5-10ha)
Benue,52,Male,Secondary,6,8.84,Rubber,Groundnut,Sheep,5,False,True,140184,977,637,2793,True,True,495225,Farm Inputs,True,False,False,0,2025-04-17,2025-03-27,None,False,141161,23526.833333333332,Medium (5-10ha)
Nasarawa,36,Male,Primary,5,1.52,Tomato,Cocoa,Cattle,2,True,False,149021,27479,697,2385,False,True,276006,Mechanization Services,True,False,True,82,2025-03-21,2025-05-05,High,True,176500,35300.0,Small (1-5ha)
Kogi,30,Male,Primary,11,9.26,Cotton,Sesame,Poultry,8,False,False,179206,2785,543,5300,False,True,45074,Mechanization Services,True,False,False,0,2025-03-14,2025-05-01,High,False,181991,16544.636363636364,Medium (5-10ha)
Adamawa,62,Male,Secondary,6,4.21,Cassava,Groundnut,None,7,False,True,174716,6284,735,8934,True,True,447953,Bundled Services,True,False,False,0,2025-02-25,2025-04-12,None,True,181000,30166.666666666668,Small (1-5ha)
Abia,32,Female,Tertiary,2,0.5,Millet,None,None,2,False,False,171816,11424,442,9703,True,True,422755,Bundled Services,True,False,False,0,2025-02-27,2025-04-18,High,False,183240,91620.0,Subsistence (<1ha)
Bayelsa,28,Male,None,3,1.57,Vegetables,Rice,None,3,True,True,89897,27830,512,7635,True,False,0,None,False,False,False,0,2025-03-22,2025-03-20,None,False,117727,39242.333333333336,Small (1-5ha)
Ebonyi,58,Male,Secondary,11,6.72,Rice,Groundnut,Fish Farming,32,False,False,174969,8510,480,1608,True,False,0,None,False,False,False,0,2025-04-24,2025-03-24,Medium,False,183479,16679.909090909092,Medium (5-10ha)
Jigawa,61,Male,Secondary,6,6.69,Maize,None,Fish Farming,0,True,True,61492,10493,831,2019,False,False,0,None,False,False,True,84,2025-02-19,2025-05-02,None,False,71985,11997.5,Medium (5-10ha)
Gombe,59,Female,None,2,5.63,Oil Palm,Sorghum,Sheep,35,False,False,152871,55579,325,6831,True,True,294259,Mechanization Services,True,False,True,73,2025-02-22,2025-03-25,High,False,208450,104225.0,Medium (5-10ha)
Katsina,53,Female,Tertiary,1,7.25,Cassava,Sorghum,Goats,17,False,True,63604,22178,353,7486,True,True,298293,Farm Inputs,True,False,True,77,2025-02-28,2025-04-08,High,True,85782,85782.0,Medium (5-10ha)
Gombe,32,Male,Primary,4,0.85,Oil Palm,Groundnut,Poultry,9,True,True,147343,10244,500,1072,False,True,474144,Bundled Services,True,False,False,0,2025-03-11,2025-03-22,High,False,157587,39396.75,Subsistence (<1ha)
Akwa Ibom,33,Male,Primary,12,0.87,Cassava,Oil Palm,Poultry,7,True,True,88297,33422,564,9527,False,True,490575,Bundled Services,True,False,False,0,2025-05-03,2025-03-14,Medium,False,121719,10143.25,Subsistence (<1ha)
Edo,47,Female,Primary,5,9.34,Yam,Millet,Sheep,6,False,True,83116,5020,522,6300,True,False,0,None,False,False,False,0,2025-04-04,2025-04-13,High,True,88136,17627.2,Medium (5-10ha)
Anambra,32,Female,Tertiary,12,9.03,Tomato,Soybean,Goats,9,False,False,128475,154,543,6170,True,True,100291,Farm Inputs,True,False,True,86,2025-02-11,2025-04-14,Medium,False,128629,10719.083333333334,Medium (5-10ha)
Niger,37,Female,Secondary,12,4.53,Sesame,Sorghum,Poultry,19,True,False,190165,10895,754,6506,True,False,0,None,False,False,True,93,2025-03-01,2025-03-09,High,True,201060,16755.0,Small (1-5ha)
Niger,57,Female,Secondary,9,2.11,Tomato,Soybean,Pigs,15,False,True,71430,22318,832,3445,True,False,0,None,False,False,True,98,2025-04-05,2025-04-11,None,True,93748,10416.444444444445,Small (1-5ha)
Sokoto,51,Male,Primary,5,6.92,Groundnut,Cotton,Fish Farming,21,True,True,191970,21002,336,1304,False,True,77833,Mechanization Services,True,False,False,0,2025-04-08,2025-03-07,Medium,False,212972,42594.4,Medium (5-10ha)
Ogun,33,Female,Tertiary,2,6.51,Cotton,Groundnut,Sheep,2,False,False,5213,1696,524,6360,False,True,396068,Farm Inputs,True,False,True,96,2025-04-15,2025-03-22,Low,False,6909,3454.5,Medium (5-10ha)
Ogun,22,Male,Primary,10,3.36,Groundnut,Cotton,Pigs,0,False,False,113050,25156,764,9200,True,False,0,None,False,False,False,0,2025-05-01,,Medium,True,138206,13820.6,Small (1-5ha)
Edo,47,Male,Primary,6,4.86,Tomato,None,Poultry,21,False,False,32404,15816,816,2045,True,True,207652,Farm Inputs,True,False,True,97,2025-03-07,2025-04-12,Medium,False,48220,8036.666666666667,Small (1-5ha)
Taraba,59,Female,Tertiary,5,2.09,Cowpea,Sesame,None,33,True,False,158112,76082,348,5083,True,False,0,None,False,False,False,0,2025-02-20,2025-04-11,Medium,False,234194,46838.8,Small (1-5ha)
Kogi,45,Male,Primary,4,2.79,Millet,Vegetables,Poultry,23,False,False,127691,20471,402,7086,False,False,0,None,False,False,True,79,2025-05-02,2025-04-06,Low,True,148162,37040.5,Small (1-5ha)
Kwara,37,Female,Tertiary,12,6.92,Sesame,Vegetables,None,14,True,True,73847,16118,348,9364,True,True,281240,Mechanization Services,True,False,False,0,2025-03-18,2025-04-05,Medium,False,89965,7497.083333333333,Medium (5-10ha)
Akwa Ibom,57,Male,None,4,5.0,Rice,Groundnut,Goats,8,True,False,114879,21493,696,2501,True,False,0,None,False,False,True,80,2025-03-10,2025-04-06,High,False,136372,34093.0,Small (1-5ha)
Jigawa,23,Female,Secondary,3,7.9,Groundnut,Soybean,None,1,True,True,142299,61850,848,4039,False,False,0,None,False,False,True,100,2025-04-22,2025-03-31,None,True,204149,68049.66666666667,Medium (5-10ha)
Ondo,35,Female,Secondary,11,1.87,Maize,Cassava,Cattle,3,True,False,7403,67,687,4629,False,True,82554,Bundled Services,True,False,False,0,2025-02-13,2025-04-12,None,True,7470,679.0909090909091,Small (1-5ha)
Imo,40,Female,Primary,12,6.69,Yam,Sorghum,Pigs,16,True,True,87596,30554,368,6253,True,True,168878,Mechanization Services,True,False,True,88,2025-03-13,2025-04-14,Medium,False,118150,9845.833333333334,Medium (5-10ha)
Nasarawa,53,Male,Secondary,4,9.89,Millet,None,Cattle,14,True,False,110050,39299,608,2456,True,False,0,None,False,False,False,0,2025-03-01,2025-03-17,None,False,149349,37337.25,Medium (5-10ha)
Niger,40,Female,Secondary,5,8.4,Maize,Cowpea,Pigs,16,False,True,72188,18570,628,8969,True,False,0,None,False,False,True,80,2025-02-16,2025-04-05,Medium,True,90758,18151.6,Medium (5-10ha)
Enugu,28,Male,None,10,9.46,Sorghum,None,Sheep,10,False,False,46387,5436,460,6917,False,True,26561,Bundled Services,True,False,True,76,2025-02-12,2025-04-26,Medium,False,51823,5182.3,Medium (5-10ha)
Delta,48,Female,Secondary,9,2.24,Oil Palm,Millet,None,1,False,True,53764,19964,800,2406,False,True,263481,Farm Inputs,True,False,False,0,2025-05-04,2025-03-23,Medium,True,73728,8192.0,Small (1-5ha)
Katsina,29,Male,Secondary,8,2.2,Soybean,Vegetables,Cattle,5,True,False,47898,22614,466,7811,True,True,33395,Mechanization Services,True,False,False,0,2025-04-06,2025-04-15,Medium,False,70512,8814.0,Small (1-5ha)
Cross River,18,Male,Secondary,10,9.62,Cotton,Sorghum,Poultry,0,False,True,79225,3100,471,3538,True,False,0,None,False,False,True,98,2025-03-05,,None,True,82325,8232.5,Medium (5-10ha)
Yobe,37,Male,Primary,9,5.03,Vegetables,Groundnut,Sheep,6,False,True,65216,20002,839,4391,True,True,108821,Farm Inputs,True,False,True,99,2025-03-12,2025-03-29,High,False,85218,9468.666666666666,Medium (5-10ha)
Jigawa,57,Male,Tertiary,6,2.38,Tomato,Cassava,Fish Farming,15,True,False,30508,7644,515,6574,True,True,233101,Bundled Services,True,False,True,100,2025-02-20,2025-05-02,Medium,False,38152,6358.666666666667,Small (1-5ha)
Anambra,20,Male,None,11,5.27,Groundnut,Millet,None,0,True,False,15848,2825,832,6111,False,False,0,None,False,False,True,93,2025-02-26,,Medium,False,18673,1697.5454545454545,Medium (5-10ha)
Jigawa,60,Male,None,12,2.31,Rice,Maize,Sheep,27,False,False,172869,38320,844,5965,True,False,0,None,False,False,True,98,2025-02-11,2025-03-07,High,False,211189,17599.083333333332,Small (1-5ha)
Katsina,52,Male,None,10,1.46,Groundnut,Cocoa,Cattle,27,True,True,165900,15579,590,8027,False,True,294016,Farm Inputs,True,False,True,93,2025-04-15,2025-04-13,Low,False,181479,18147.9,Small (1-5ha)
Taraba,31,Female,Tertiary,2,8.97,Sorghum,Sesame,None,4,False,False,162630,28506,675,908,True,True,127467,Mechanization Services,False,True,True,86,2025-04-28,2025-03-11,Medium,False,191136,95568.0,Medium (5-10ha)
Edo,65,Male,None,7,5.88,Tomato,Groundnut,None,11,False,True,11661,2337,826,2902,False,True,292161,Mechanization Services,True,False,False,0,2025-03-01,2025-03-19,High,False,13998,1999.7142857142858,Medium (5-10ha)
Kebbi,64,Female,None,3,4.69,Yam,Millet,Goats,39,False,True,19598,6419,799,1469,True,False,0,None,False,False,True,91,2025-04-07,2025-04-12,None,True,26017,8672.333333333334,Small (1-5ha)
Plateau,39,Female,Tertiary,11,4.83,Groundnut,Millet,Pigs,7,False,True,160993,30451,629,1790,True,True,477846,Mechanization Services,True,False,True,87,2025-04-20,2025-03-10,Medium,True,191444,17404.0,Small (1-5ha)
Abia,63,Female,None,8,9.69,Cowpea,Millet,Cattle,30,True,True,20133,4730,506,4928,True,False,0,None,False,False,False,0,2025-04-16,2025-03-26,Low,False,24863,3107.875,Medium (5-10ha)
Taraba,34,Male,Tertiary,11,4.05,Maize,Groundnut,None,9,False,True,80734,35639,336,8599,True,False,0,None,False,False,True,70,2025-02-09,2025-04-08,Medium,False,116373,10579.363636363636,Small (1-5ha)
Ogun,41,Female,Secondary,5,6.78,Cassava,Cotton,Pigs,0,True,True,56324,6572,612,4178,True,True,384476,Farm Inputs,False,True,True,73,2025-02-10,2025-04-05,High,False,62896,12579.2,Medium (5-10ha)
Kaduna,20,Male,Primary,12,8.75,Rice,Oil Palm,Sheep,2,True,True,156254,46305,829,6729,False,False,0,None,False,False,True,91,2025-03-03,,Medium,False,202559,16879.916666666668,Medium (5-10ha)
Adamawa,43,Male,Tertiary,8,9.59,Tomato,Sorghum,Pigs,18,False,False,70570,20694,301,1285,True,False,0,None,False,False,True,99,2025-04-29,2025-04-19,High,False,91264,11408.0,Medium (5-10ha)
Ogun,43,Female,Tertiary,9,0.38,Cocoa,Rubber,Pigs,25,False,False,50455,12427,577,7880,False,True,243269,Farm Inputs,False,True,True,80,2025-02-18,2025-04-30,Medium,True,62882,6986.888888888889,Subsistence (<1ha)
Kogi,26,Female,Primary,1,7.13,Yam,Cowpea,Pigs,7,True,True,160887,52850,557,4740,True,False,0,None,False,False,True,94,2025-04-22,2025-03-30,None,False,213737,213737.0,Medium (5-10ha)
Cross River,44,Male,Secondary,5,6.39,Groundnut,Sorghum,Pigs,9,False,True,10519,4826,457,4097,True,False,0,None,False,False,False,0,2025-04-07,2025-05-03,Low,False,15345,3069.0,Medium (5-10ha)
Katsina,25,Male,Tertiary,3,4.08,Rubber,Maize,Fish Farming,1,True,False,150873,7997,633,5844,True,False,0,None,False,False,False,0,2025-04-19,2025-03-14,Medium,False,158870,52956.666666666664,Small (1-5ha)
Rivers,38,Female,Secondary,10,1.12,Groundnut,Tomato,None,4,True,True,14516,3626,404,5281,True,False,0,None,False,False,True,91,2025-03-31,2025-03-08,Medium,False,18142,1814.2,Small (1-5ha)
Kano,56,Female,Secondary,4,9.07,Groundnut,Sorghum,Sheep,28,True,True,61079,18953,414,3008,False,True,457873,Bundled Services,True,False,True,77,2025-02-16,2025-05-03,None,False,80032,20008.0,Medium (5-10ha)
Nasarawa,31,Male,Tertiary,7,3.32,Cotton,Cassava,Fish Farming,4,True,True,165294,74371,460,3293,True,False,0,None,False,False,True,84,2025-03-17,2025-03-09,High,False,239665,34237.857142857145,Small (1-5ha)
Enugu,41,Female,Tertiary,8,2.26,Cowpea,Soybean,Pigs,8,False,True,163899,33359,670,1015,False,False,0,None,False,False,False,0,2025-04-25,2025-04-21,None,False,197258,24657.25,Small (1-5ha)
Imo,40,Male,Tertiary,2,1.51,Cotton,Sorghum,Fish Farming,4,True,True,83320,33449,469,9737,False,False,0,None,False,False,False,0,2025-02-15,2025-04-15,None,False,116769,58384.5,Small (1-5ha)
Bauchi,28,Male,Primary,7,0.98,Cassava,Rice,Goats,0,False,True,63841,24683,610,7018,False,False,0,None,False,False,True,95,2025-04-18,2025-03-28,Low,True,88524,12646.285714285714,Subsistence (<1ha)
Oyo,41,Female,Secondary,5,5.52,Sesame,None,Goats,13,False,True,38750,112,558,9669,True,True,231713,Farm Inputs,False,True,False,0,2025-03-14,2025-04-20,High,False,38862,7772.4,Medium (5-10ha)
Benue,63,Male,Tertiary,8,6.84,Vegetables,Rice,Cattle,29,False,True,71099,6425,518,6967,False,True,119549,Farm Inputs,True,False,True,84,2025-04-12,2025-04-14,Low,True,77524,9690.5,Medium (5-10ha)
Imo,46,Male,Tertiary,1,2.67,Sorghum,Maize,Cattle,28,False,False,84894,29091,631,1444,False,False,0,None,False,False,True,89,2025-03-02,2025-04-17,None,True,113985,113985.0,Small (1-5ha)
Yobe,47,Female,Tertiary,12,4.28,Soybean,Maize,Sheep,18,True,False,45278,17115,503,1383,True,True,167178,Mechanization Services,False,True,True,74,2025-03-10,2025-03-10,Low,True,62393,5199.416666666667,Small (1-5ha)
Gombe,48,Female,Primary,3,4.3,Cocoa,Groundnut,Goats,9,True,True,102961,40482,828,9552,False,True,195363,Mechanization Services,True,False,False,0,2025-02-12,2025-04-07,Medium,False,143443,47814.333333333336,Small (1-5ha)
Anambra,53,Male,None,9,8.63,Groundnut,Cowpea,Fish Farming,22,True,False,123357,17642,671,8765,False,True,172779,Farm Inputs,False,True,False,0,2025-03-11,2025-05-01,Low,True,140999,15666.555555555555,Medium (5-10ha)
Nasarawa,22,Female,Primary,12,6.04,Rubber,Sesame,Goats,2,True,False,62341,5591,770,5405,True,True,449740,Bundled Services,False,True,True,98,2025-03-30,,High,False,67932,5661.0,Medium (5-10ha)
Plateau,23,Male,Primary,10,4.05,Vegetables,Millet,Poultry,3,True,True,189223,57907,782,1498,False,True,382407,Bundled Services,True,False,True,94,2025-03-03,2025-03-08,Low,True,247130,24713.0,Small (1-5ha)
Imo,60,Female,Primary,2,5.85,Vegetables,None,Poultry,11,True,False,47180,22166,646,957,True,True,472049,Farm Inputs,False,True,True,99,2025-02-20,2025-03-08,High,False,69346,34673.0,Medium (5-10ha)
Edo,18,Male,Tertiary,3,9.22,Tomato,Maize,Cattle,0,False,True,145716,70922,497,9229,False,False,0,None,False,False,True,70,2025-05-04,,High,False,216638,72212.66666666667,Medium (5-10ha)
Abia,33,Female,Primary,11,0.37,Vegetables,Millet,Cattle,4,True,True,138071,57082,546,4362,False,False,0,None,False,False,False,0,2025-02-09,2025-04-26,High,False,195153,17741.18181818182,Subsistence (<1ha)
Ogun,27,Female,Tertiary,10,4.15,Millet,Rice,Sheep,6,False,True,172054,53396,818,1413,True,True,373789,Bundled Services,False,True,True,94,2025-04-04,2025-03-20,Medium,True,225450,22545.0,Small (1-5ha)
Lagos,25,Male,Tertiary,7,6.48,Millet,Tomato,Sheep,7,False,True,17534,8,758,7540,True,True,264940,Farm Inputs,True,False,True,73,2025-02-24,2025-05-03,High,False,17542,2506.0,Medium (5-10ha)
Gombe,33,Female,Secondary,2,6.36,Groundnut,Cocoa,Goats,7,True,True,135984,64084,688,7265,True,True,469504,Mechanization Services,False,True,True,100,2025-04-09,2025-04-12,High,False,200068,100034.0,Medium (5-10ha)
Benue,55,Male,Secondary,1,5.11,Cocoa,Soybean,None,2,False,False,115917,5530,435,4247,True,False,0,None,False,False,True,88,2025-04-30,2025-04-10,None,True,121447,121447.0,Medium (5-10ha)
Oyo,52,Male,Primary,6,5.05,Cotton,Groundnut,Goats,30,False,True,89782,15733,305,4508,False,True,480245,Farm Inputs,True,False,True,94,2025-04-18,2025-04-26,High,False,105515,17585.833333333332,Medium (5-10ha)
Yobe,26,Female,Tertiary,2,2.91,Sesame,Maize,Pigs,0,True,True,20680,7908,483,4057,True,False,0,None,False,False,False,0,2025-04-08,2025-03-07,None,True,28588,14294.0,Small (1-5ha)
Bayelsa,61,Male,None,4,6.94,Tomato,Rubber,None,25,True,False,151249,17309,308,8851,False,True,365154,Mechanization Services,True,False,True,90,2025-04-13,2025-04-30,None,False,168558,42139.5,Medium (5-10ha)
Imo,27,Female,Tertiary,10,9.07,Cassava,Rice,Sheep,0,True,False,117779,20688,702,5402,False,False,0,None,False,False,True,97,2025-04-30,2025-03-27,Low,False,138467,13846.7,Medium (5-10ha)
Borno,43,Male,Primary,1,5.39,Cowpea,Cocoa,Cattle,12,True,False,8648,3688,671,2012,False,False,0,None,False,False,True,96,2025-02-20,2025-04-29,High,True,12336,12336.0,Medium (5-10ha)
Yobe,58,Male,Primary,11,9.23,Rice,Yam,Pigs,27,True,True,67593,27666,489,2271,False,True,291126,Mechanization Services,False,True,True,87,2025-02-28,2025-04-13,High,False,95259,8659.90909090909,Medium (5-10ha)
