farmer_id,age,gender,education_level_years,education_category,marital_status,household_size,state,off_farm_income_ngn,farming_experience_years,farm_size_ha,primary_enterprise,annual_farm_income_ngn,operating_expenditure_ngn,value_farm_assets_ngn,cooperative_member,requests_loan,loan_amount_requested_ngn,loan_purpose,interest_rate_annual_perc,loan_tenure_months,disbursement_lag_days,loan_supervision_visits,utility_payment_timeliness,rent_payment_timeliness,phone_bill_timeliness,value_chain_platform_registered,years_on_platform,marketplace_sales_ngn_last_year,soil_type_known,uses_irrigation,pest_disease_control_method,yield_rating_score_1_10,yield_consistency_rating,post_harvest_loss_perc,smartphone_owner,mobile_money_usage_frequency,active_on_agri_forums,distance_to_market_km,distance_to_lender_km,simulated_creditworthiness_score,loan_repayment_status
FARMER_4289,58,Male,12,Secondary Complete,Married,8,Bayelsa,0.0,35,0.83,Sorghum,93587.34,67777.66,188346.95,False,True,1330000.0,Input Loan,17.64,12,11,4,Good,Excellent,Good,True,0,0.0,False,False,Traditional,4,High,9.07,True,Rarely,False,2.9,53.5,2.0,Defaulted
FARMER_4290,43,Male,6,Primary Complete,Single,12,Cross River,0.0,13,10.43,Poultry,2664492.8,1203464.22,5106822.52,False,True,1450000.0,Working Capital,27.98,12,27,2,Excellent,Good,Good,False,0,0.0,True,True,Organic,7,Low,38.93,True,Monthly,False,57.6,12.3,2.0,Fully Repaid
FARMER_4291,65,Female,12,Secondary Complete,Married,6,Edo,0.0,40,5.96,Oil Palm,1464297.18,703389.44,4104151.46,False,False,0.0,N/A,0.0,0,0,0,Good,Good,Fair,False,0,0.0,True,True,Integrated Pest Management,7,Low,31.86,True,Monthly,True,23.0,0.0,,N/A
FARMER_4292,42,Male,9,Secondary Incomplete,Single,3,Katsina,131920.67,15,6.79,Poultry,2673339.21,2061425.62,3100493.49,False,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Good,False,0,0.0,True,True,Organic,5,High,37.6,True,Rarely,True,31.0,0.0,,N/A
FARMER_4293,65,Male,12,Secondary Complete,Married,14,Kwara,0.0,21,9.95,Rice,2057356.09,1584236.41,3195158.37,True,False,0.0,N/A,0.0,0,0,0,Fair,Poor,Excellent,False,0,0.0,False,False,Modern Chemical,7,Medium,28.28,True,Daily,False,12.8,0.0,,N/A
FARMER_4294,40,Female,6,Primary Complete,Married,13,Edo,53774.82,14,9.74,Millet,914220.7,473509.11,1443118.41,False,True,430000.0,Land Expansion,24.51,6,63,1,Fair,Good,Poor,False,0,0.0,True,False,Traditional,4,Medium,30.97,True,Never,False,30.3,84.6,2.0,Partially Repaid
FARMER_4295,59,Female,0,None,Married,9,Enugu,36263.5,13,6.7,Aquaculture,3756459.92,1909163.08,5007510.12,True,True,1670000.0,Input Loan,26.83,12,36,0,Excellent,Good,Poor,False,0,0.0,False,False,Modern Chemical,6,Medium,19.66,True,Never,False,44.8,59.1,6.0,Fully Repaid
FARMER_4296,60,Male,6,Primary Complete,Married,15,Bauchi,0.0,20,5.34,Cocoa,942118.97,660623.92,1362115.43,True,True,1880000.0,Input Loan,34.09,24,29,2,Good,Fair,Excellent,False,0,0.0,True,False,Traditional,5,High,16.95,True,Weekly,False,58.6,106.0,3.0,Defaulted
FARMER_4297,61,Female,0,None,Married,4,Kwara,0.0,7,9.79,Millet,913417.69,680624.0,1668167.71,True,True,310000.0,Land Expansion,31.05,24,16,1,Good,Good,Good,False,0,0.0,True,True,Integrated Pest Management,8,Medium,20.06,False,Never,False,34.2,108.6,2.0,Partially Repaid
FARMER_4298,58,Male,0,None,Married,12,Oyo,0.0,34,29.14,Goats/Sheep,1606993.27,1237762.77,5120031.53,False,True,1240000.0,Input Loan,15.51,24,12,2,Poor,Good,Excellent,True,2,329666.26,True,False,Organic,5,Low,21.02,True,Never,True,24.7,132.6,3.0,Partially Repaid
FARMER_4299,27,Male,6,Primary Complete,Divorced,9,FCT,0.0,9,23.7,Millet,2362541.21,1661477.13,5141222.76,False,False,0.0,N/A,0.0,0,0,0,Good,Excellent,Good,False,0,0.0,True,False,Organic,5,Medium,29.87,False,Never,False,37.4,0.0,,N/A
FARMER_4300,53,Female,9,Secondary Incomplete,Married,10,Abia,21938.99,37,8.86,Cassava,1501503.29,734239.55,3890383.01,False,False,0.0,N/A,0.0,0,0,0,Poor,Poor,Excellent,False,0,0.0,True,False,Traditional,4,Low,6.89,True,Rarely,False,11.0,0.0,,N/A
FARMER_4301,25,Male,0,None,Married,10,Kwara,0.0,9,4.22,Vegetables,875208.02,521651.4,2659928.15,False,True,290000.0,Input Loan,16.16,12,58,3,Excellent,N/A,Fair,True,1,500719.43,False,True,Organic,7,Medium,6.46,True,Monthly,False,28.1,10.3,6.0,Fully Repaid
FARMER_4302,25,Male,14,OND/NCE,Single,12,Taraba,102038.53,9,5.74,Maize,484751.83,384933.62,1375913.86,True,True,1880000.0,Mechanization Loan,18.76,12,70,2,Fair,Fair,Poor,True,2,238548.28,False,False,Modern Chemical,6,Low,16.45,True,Weekly,False,10.0,109.5,4.0,Fully Repaid
FARMER_4303,47,Male,12,Secondary Complete,Married,15,Enugu,0.0,23,29.26,Cassava,5492066.64,2912524.82,12371162.09,True,True,450000.0,Mechanization Loan,22.04,3,72,0,Poor,N/A,Excellent,False,0,0.0,True,False,Modern Chemical,7,Low,13.82,True,Rarely,False,6.8,122.7,4.0,Partially Repaid
FARMER_4304,62,Female,12,Secondary Complete,Married,14,Benue,126127.47,18,34.09,Vegetables,6513067.43,5090625.64,11013960.43,True,True,270000.0,Mechanization Loan,27.34,18,48,2,Fair,N/A,Good,False,0,0.0,True,False,Modern Chemical,5,High,39.51,False,Never,False,44.4,43.2,3.0,Defaulted
FARMER_4305,37,Female,12,Secondary Complete,Married,13,Plateau,234641.64,13,2.04,Cocoa,569658.44,455054.13,1650513.75,False,False,0.0,N/A,0.0,0,0,0,Good,N/A,Good,False,0,0.0,False,False,Modern Chemical,7,High,16.0,False,Never,False,63.2,0.0,,N/A
FARMER_4306,41,Female,3,Primary Incomplete,Married,6,Bayelsa,160338.65,23,4.48,Poultry,2405113.08,1823973.34,3935908.3,True,True,1530000.0,Input Loan,16.5,24,67,0,Poor,N/A,Fair,True,0,0.0,False,False,Organic,4,Medium,35.16,True,Monthly,False,42.8,140.5,2.0,Fully Repaid
FARMER_4307,20,Female,0,None,Single,12,Rivers,67715.43,4,6.27,Vegetables,1395909.47,1109726.28,3039022.7,True,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Good,False,0,0.0,True,True,Integrated Pest Management,8,High,13.75,True,Monthly,False,45.6,0.0,,N/A
FARMER_4308,58,Female,0,None,Single,14,Ebonyi,0.0,36,5.16,Rice,925812.33,431066.64,2328822.2,False,True,1210000.0,Input Loan,19.96,12,90,1,Excellent,Poor,Excellent,False,0,0.0,False,False,None,3,Medium,26.18,False,Never,False,42.5,116.8,5.0,Fully Repaid
FARMER_4309,61,Female,0,None,Widowed,14,Edo,0.0,6,45.93,Maize,6938657.68,3146881.09,10366100.6,False,False,0.0,N/A,0.0,0,0,0,Excellent,N/A,Good,True,5,2386610.2,True,True,Organic,7,High,39.66,False,Never,False,7.2,0.0,,N/A
FARMER_4310,23,Male,14,OND/NCE,Married,3,Lagos,0.0,7,8.21,Millet,933856.72,581042.76,3048760.1,False,True,430000.0,Asset Acquisition,24.2,6,33,3,Excellent,Excellent,Poor,False,0,0.0,True,False,Integrated Pest Management,5,High,26.72,False,Never,False,31.2,30.9,4.0,Partially Repaid
FARMER_4311,63,Female,6,Primary Complete,Married,11,Kaduna,0.0,7,8.73,Yam,1338918.36,802886.68,4425409.05,False,True,810000.0,Mechanization Loan,17.83,9,41,5,Good,Poor,Poor,True,2,75316.3,True,False,Modern Chemical,7,Medium,22.61,True,Monthly,False,13.8,19.5,5.0,Fully Repaid
FARMER_4312,47,Female,0,None,Married,10,Ebonyi,170634.32,25,42.48,Goats/Sheep,1199746.88,838044.1,4965699.77,True,True,1770000.0,Bundled Services Loan,13.94,9,8,1,Poor,N/A,Poor,True,3,209740.33,True,False,None,5,Medium,27.5,False,Never,False,65.4,58.5,5.0,Fully Repaid
FARMER_4313,54,Female,12,Secondary Complete,Married,2,Kano,80561.48,32,1.59,Aquaculture,1117966.59,594856.89,1520273.18,False,True,1720000.0,Input Loan,20.53,9,70,2,Poor,Good,Excellent,True,5,81710.68,False,True,Modern Chemical,6,Low,26.5,True,Monthly,True,24.3,86.2,6.0,Fully Repaid
FARMER_4314,43,Female,6,Primary Complete,Married,8,Katsina,0.0,19,13.64,Cocoa,4191525.55,3084055.99,13112043.91,False,True,290000.0,Mechanization Loan,20.41,3,43,4,Excellent,Good,Good,False,0,0.0,False,True,Traditional,5,High,8.33,True,Monthly,False,13.3,110.6,3.0,Defaulted
FARMER_4315,53,Male,14,OND/NCE,Widowed,10,Kwara,0.0,6,4.35,Yam,739184.14,385208.16,2119539.57,True,True,860000.0,Asset Acquisition,33.56,9,45,1,Poor,Poor,Good,False,0,0.0,True,False,Organic,4,Low,10.87,False,Never,False,44.9,75.4,2.0,Fully Repaid
FARMER_4316,50,Female,12,Secondary Complete,Married,13,Yobe,141194.08,12,26.57,Aquaculture,2932008.15,2187438.34,4492430.97,True,True,1060000.0,Mechanization Loan,13.44,24,86,2,Good,Good,Excellent,True,4,603240.91,False,False,Integrated Pest Management,5,High,7.82,True,Weekly,False,26.0,33.3,8.0,Defaulted
FARMER_4317,26,Female,0,None,Married,4,Borno,106841.32,10,3.44,Yam,692173.99,306258.47,1695947.4,True,True,1070000.0,Mechanization Loan,17.12,6,73,1,Excellent,Fair,Good,False,0,0.0,True,False,None,5,Low,34.7,True,Daily,False,3.7,49.8,4.0,Defaulted
FARMER_4318,34,Male,0,None,Married,9,Ebonyi,0.0,18,5.97,Vegetables,1294794.04,909529.59,3767808.08,False,True,1700000.0,Mechanization Loan,16.97,9,89,3,Excellent,Fair,Poor,True,4,396730.46,True,False,None,5,Medium,23.75,True,Rarely,True,53.4,89.5,5.0,Defaulted
FARMER_4319,34,Female,6,Primary Complete,Married,8,Imo,158234.46,13,3.78,Yam,533144.3,316690.77,912603.55,False,True,1210000.0,Bundled Services Loan,16.72,6,29,1,Fair,Fair,Poor,False,0,0.0,False,False,Modern Chemical,5,Medium,37.0,True,Weekly,False,29.9,38.3,2.0,Fully Repaid
FARMER_4320,62,Female,6,Primary Complete,Married,14,Bauchi,0.0,37,5.1,Sorghum,597625.46,473459.5,1061648.25,False,False,0.0,N/A,0.0,0,0,0,Fair,Good,Poor,False,0,0.0,True,False,None,5,Medium,14.28,True,Rarely,False,43.2,0.0,,N/A
FARMER_4321,65,Male,6,Primary Complete,Divorced,5,Delta,217363.52,25,5.99,Cocoa,1102348.73,716476.65,2399123.53,False,False,0.0,N/A,0.0,0,0,0,Good,N/A,Fair,False,0,0.0,True,False,Modern Chemical,7,Low,28.17,True,Daily,False,2.9,0.0,,N/A
FARMER_4322,32,Female,0,None,Married,2,Adamawa,0.0,4,9.95,Poultry,2630272.65,1626169.23,3806630.04,False,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Good,False,0,0.0,False,False,None,4,High,28.0,True,Rarely,False,15.3,0.0,,N/A
FARMER_4323,46,Female,3,Primary Incomplete,Married,4,Cross River,283053.88,30,3.7,Oil Palm,580467.23,258404.74,987445.18,False,False,0.0,N/A,0.0,0,0,0,Good,Poor,Excellent,False,0,0.0,True,False,Organic,6,Medium,36.1,False,Never,False,26.9,0.0,,N/A
FARMER_4324,20,Female,6,Primary Complete,Married,4,Ogun,0.0,4,31.15,Vegetables,6725892.69,3794015.04,8520985.15,False,False,0.0,N/A,0.0,0,0,0,Poor,Good,Fair,True,0,0.0,True,False,None,5,Medium,30.3,False,Never,False,6.6,0.0,,N/A
FARMER_4325,24,Male,12,Secondary Complete,Single,5,Benue,0.0,8,37.68,Poultry,2370432.73,1457573.95,5614261.57,False,True,1820000.0,Input Loan,13.42,3,27,0,Fair,Poor,Fair,True,2,1658921.16,False,False,None,4,Medium,16.36,True,Monthly,True,15.2,124.1,4.0,Partially Repaid
FARMER_4326,38,Female,0,None,Married,6,Sokoto,0.0,22,7.43,Aquaculture,2509581.77,1286451.8,4763548.2,True,False,0.0,N/A,0.0,0,0,0,Fair,Excellent,Good,False,0,0.0,True,False,Traditional,5,Low,30.02,False,Never,False,39.4,0.0,,N/A
FARMER_4327,55,Female,12,Secondary Complete,Married,2,Sokoto,0.0,39,7.51,Rice,1503411.14,931873.53,2249086.5,True,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Poor,True,2,752776.81,False,False,Modern Chemical,6,Low,14.76,True,Daily,False,37.0,0.0,,N/A
FARMER_4328,33,Female,3,Primary Incomplete,Married,2,Delta,190365.43,17,4.07,Sorghum,412802.28,310014.76,1071793.47,False,False,0.0,N/A,0.0,0,0,0,Excellent,Good,Fair,False,0,0.0,False,False,Integrated Pest Management,6,High,38.64,True,Monthly,False,54.0,0.0,,N/A
FARMER_4329,28,Male,12,Secondary Complete,Married,8,Kano,25907.26,6,24.7,Poultry,2510831.28,1083686.59,7270801.01,False,False,0.0,N/A,0.0,0,0,0,Good,N/A,Poor,False,0,0.0,True,True,Integrated Pest Management,6,Medium,26.43,True,Weekly,False,53.0,0.0,,N/A
FARMER_4330,24,Female,12,Secondary Complete,Married,9,Imo,200041.3,5,8.2,Sorghum,1010903.9,661882.41,2144979.07,False,True,1270000.0,Asset Acquisition,29.5,3,17,5,Poor,N/A,Good,False,0,0.0,True,False,None,4,High,20.28,False,Never,False,10.2,54.5,3.0,Fully Repaid
FARMER_4331,32,Male,0,None,Married,13,Kogi,0.0,6,3.6,Yam,713524.93,556646.18,2029632.39,False,True,1170000.0,Mechanization Loan,31.9,18,81,0,Fair,Good,Fair,True,4,252005.23,True,False,None,5,Medium,10.05,True,Rarely,True,63.0,69.0,2.0,Partially Repaid
FARMER_4332,49,Male,6,Primary Complete,Married,9,Osun,0.0,12,9.27,Vegetables,1406373.91,618877.04,3411887.19,False,True,1000000.0,Working Capital,31.16,18,55,1,Excellent,Poor,Poor,False,0,0.0,False,False,None,5,Low,32.29,True,Weekly,False,57.1,116.7,1.0,Partially Repaid
FARMER_4333,34,Female,6,Primary Complete,Single,7,Lagos,0.0,18,5.39,Oil Palm,891107.51,495895.48,2690600.61,False,True,1100000.0,Working Capital,18.91,3,71,4,Fair,Excellent,Excellent,False,0,0.0,False,True,None,6,Low,10.34,False,Never,False,63.9,39.8,2.0,Fully Repaid
FARMER_4334,18,Female,6,Primary Complete,Married,12,Rivers,0.0,2,9.62,Vegetables,2186584.3,1069314.17,4103189.56,True,False,0.0,N/A,0.0,0,0,0,Poor,Excellent,Excellent,False,0,0.0,False,False,None,4,High,21.56,False,Never,False,27.7,0.0,,N/A
FARMER_4335,35,Female,6,Primary Complete,Married,6,Gombe,0.0,14,6.62,Oil Palm,1331398.41,809289.95,1883503.51,True,True,690000.0,Input Loan,29.94,12,79,2,Poor,N/A,Excellent,True,1,122341.22,True,False,Traditional,4,High,17.93,True,Weekly,False,50.8,77.9,5.0,Fully Repaid
FARMER_4336,44,Female,6,Primary Complete,Married,4,Yobe,0.0,17,46.82,Maize,5744025.16,3121803.19,12067932.01,False,True,1730000.0,Land Expansion,14.62,9,83,0,Good,Fair,Good,False,0,0.0,False,True,None,5,Low,8.62,True,Monthly,False,10.2,60.4,2.0,Defaulted
FARMER_4337,22,Female,6,Primary Complete,Widowed,8,Kebbi,0.0,6,4.5,Sorghum,511465.48,316101.16,1265231.88,False,True,1180000.0,Input Loan,21.97,9,11,3,Good,Fair,Good,True,0,0.0,True,False,Organic,5,Low,19.15,False,Never,False,69.0,64.7,1.0,Partially Repaid
FARMER_4338,55,Male,6,Primary Complete,Married,11,Edo,0.0,32,7.02,Oil Palm,1378189.46,961191.43,3337139.9,False,True,680000.0,Land Expansion,31.57,3,78,1,Good,Excellent,Fair,False,0,0.0,False,False,None,4,Low,34.95,True,Weekly,False,9.7,87.7,-1.0,Partially Repaid
FARMER_4339,60,Female,3,Primary Incomplete,Married,7,Yobe,172842.03,23,7.58,Rice,1344462.05,913570.13,2153033.24,False,True,1810000.0,Bundled Services Loan,15.05,24,32,5,Excellent,Excellent,Poor,False,0,0.0,True,False,Traditional,4,High,24.47,False,Never,False,45.1,22.9,4.0,Fully Repaid
FARMER_4340,52,Female,6,Primary Complete,Married,2,Bauchi,55241.7,14,4.33,Goats/Sheep,1525567.35,1158366.17,3316935.72,False,True,540000.0,Input Loan,33.55,12,46,5,Poor,Excellent,Excellent,True,5,835465.67,True,False,Traditional,4,High,27.55,True,Rarely,True,66.0,102.6,4.0,Partially Repaid
FARMER_4341,29,Female,16,HND/BSc,Married,15,Plateau,0.0,13,4.75,Poultry,2072467.98,1197399.72,4516852.17,True,True,360000.0,Land Expansion,18.02,18,16,4,Good,Excellent,Fair,False,0,0.0,False,True,Organic,7,Low,32.27,True,Never,False,7.6,110.3,3.0,Partially Repaid
FARMER_4342,40,Female,3,Primary Incomplete,Single,2,Oyo,0.0,14,17.2,Cassava,3133145.12,2294921.14,5472039.16,False,True,140000.0,Mechanization Loan,29.76,3,70,0,Poor,Fair,Good,False,0,0.0,True,False,Traditional,6,Low,15.38,True,Monthly,False,66.7,92.3,0.0,Defaulted
FARMER_4343,65,Female,12,Secondary Complete,Married,6,Borno,0.0,34,4.89,Poultry,1980182.61,1460701.94,4515169.12,False,True,880000.0,Mechanization Loan,33.98,6,48,5,Good,Good,Good,False,0,0.0,True,False,Traditional,4,Low,5.55,True,Never,False,67.8,84.1,1.0,Defaulted
FARMER_4344,40,Female,0,None,Married,15,Nasarawa,0.0,4,1.39,Goats/Sheep,451324.57,295051.42,651294.98,True,False,0.0,N/A,0.0,0,0,0,Fair,Excellent,Good,True,5,233558.5,False,False,Integrated Pest Management,7,Low,19.38,False,Never,False,59.0,0.0,,N/A
FARMER_4345,59,Male,12,Secondary Complete,Single,13,Katsina,240969.29,22,49.79,Oil Palm,11811256.71,9443060.2,36242771.28,True,True,1270000.0,Bundled Services Loan,20.2,3,79,0,Excellent,Fair,Poor,False,0,0.0,True,False,Organic,6,Medium,34.19,False,Never,False,31.8,5.4,5.0,Fully Repaid
FARMER_4346,18,Female,3,Primary Incomplete,Married,3,Gombe,282799.23,2,5.22,Yam,672520.67,532552.02,1436786.15,False,True,930000.0,Land Expansion,32.4,18,39,3,Poor,N/A,Poor,False,0,0.0,True,True,None,6,High,26.86,False,Never,False,22.4,113.8,1.0,Defaulted
FARMER_4347,30,Female,9,Secondary Incomplete,Married,11,Cross River,0.0,14,3.58,Vegetables,579900.56,358776.23,1869005.57,True,True,110000.0,Input Loan,25.8,6,50,2,Poor,Good,Fair,False,0,0.0,True,False,Traditional,6,Low,36.92,True,Monthly,True,31.9,75.1,0.0,Defaulted
FARMER_4348,40,Female,12,Secondary Complete,Married,10,Yobe,0.0,24,5.42,Aquaculture,3117479.27,1457975.7,5260262.25,False,True,1890000.0,Working Capital,12.56,24,83,4,Excellent,Excellent,Poor,False,0,0.0,False,False,Modern Chemical,7,High,29.4,True,Daily,True,38.1,32.6,5.0,Fully Repaid
FARMER_4349,41,Female,6,Primary Complete,Married,7,Ogun,0.0,8,0.31,Poultry,127464.8,76833.04,297601.19,False,True,420000.0,Bundled Services Loan,28.99,3,54,5,Excellent,Fair,Poor,False,0,0.0,True,False,Modern Chemical,6,Low,18.92,True,Rarely,False,56.6,72.9,1.0,Fully Repaid
FARMER_4350,31,Male,6,Primary Complete,Married,15,Borno,133905.46,15,26.2,Yam,4047906.11,2758005.73,7000107.75,False,True,1940000.0,Working Capital,23.76,18,78,0,Poor,Excellent,Fair,False,0,0.0,False,False,Traditional,4,Low,39.74,False,Never,False,6.7,108.6,0.0,Defaulted
FARMER_4351,64,Female,14,OND/NCE,Married,6,Abia,0.0,33,5.55,Cassava,814845.07,457268.8,1542660.34,False,True,140000.0,Mechanization Loan,19.53,3,29,5,Excellent,Good,Excellent,True,2,578259.61,True,False,Traditional,6,Medium,16.26,True,Monthly,False,31.5,72.3,8.0,Fully Repaid
FARMER_4352,21,Male,6,Primary Complete,Married,5,Bayelsa,0.0,5,22.3,Poultry,3040316.52,2423063.37,9327427.29,False,True,540000.0,Land Expansion,23.51,24,29,1,Fair,Excellent,Good,False,0,0.0,False,False,Integrated Pest Management,7,Low,14.32,True,Monthly,False,10.5,143.9,0.0,Partially Repaid
FARMER_4353,40,Female,0,None,Widowed,13,Jigawa,38171.34,24,0.24,Aquaculture,117118.69,90984.55,138380.97,False,False,0.0,N/A,0.0,0,0,0,Poor,Good,Good,False,0,0.0,False,False,Modern Chemical,5,Low,8.23,True,Never,False,65.8,0.0,,N/A
FARMER_4354,33,Female,16,HND/BSc,Married,10,Jigawa,0.0,12,1.79,Sorghum,229962.29,139236.1,474417.35,False,True,830000.0,Asset Acquisition,15.2,3,84,4,Fair,Excellent,Fair,False,0,0.0,True,False,Organic,4,High,6.45,False,Never,False,38.7,147.3,1.0,Fully Repaid
FARMER_4355,64,Female,0,None,Married,12,Edo,0.0,3,6.84,Rice,1277132.13,795564.94,3616620.04,True,True,920000.0,Working Capital,26.63,24,14,4,Fair,Poor,Excellent,False,0,0.0,True,False,Modern Chemical,5,High,36.33,True,Rarely,False,47.9,105.4,2.0,Partially Repaid
FARMER_4356,45,Male,14,OND/NCE,Married,5,Borno,0.0,29,0.76,Poultry,332999.61,249364.63,703873.38,False,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Poor,True,1,212432.88,True,True,Modern Chemical,6,Low,9.56,True,Monthly,False,61.3,0.0,,N/A
FARMER_4357,35,Female,14,OND/NCE,Married,9,Sokoto,100449.77,19,13.07,Rice,1956955.38,1168505.35,5205849.96,False,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Fair,False,0,0.0,True,False,Modern Chemical,5,Low,12.18,True,Weekly,False,62.9,0.0,,N/A
FARMER_4358,46,Female,12,Secondary Complete,Married,12,Nasarawa,0.0,27,32.65,Cocoa,6618569.94,3229982.81,20390358.89,False,True,1590000.0,Input Loan,16.72,18,89,0,Poor,Good,Fair,True,0,0.0,False,False,Organic,4,Low,5.57,False,Never,False,38.8,147.4,2.0,Partially Repaid
FARMER_4359,45,Male,9,Secondary Incomplete,Married,15,Delta,85239.74,11,8.31,Yam,1243644.83,711941.0,3347643.07,True,True,380000.0,Input Loan,23.81,18,86,5,Good,Fair,Excellent,False,0,0.0,True,False,Traditional,6,Low,14.0,False,Never,False,7.6,32.7,5.0,Fully Repaid
FARMER_4360,21,Female,6,Primary Complete,Married,2,Sokoto,0.0,3,3.34,Oil Palm,819399.61,431019.77,1168878.49,False,True,1140000.0,Bundled Services Loan,14.76,3,47,2,Fair,Fair,Good,False,0,0.0,True,False,Modern Chemical,7,Medium,26.13,True,Weekly,False,26.3,67.8,2.0,Fully Repaid
FARMER_4361,42,Female,12,Secondary Complete,Divorced,8,Katsina,220912.49,22,8.33,Oil Palm,1743844.96,760565.24,2579842.85,False,True,330000.0,Asset Acquisition,33.62,9,74,3,Excellent,Excellent,Good,False,0,0.0,True,True,Modern Chemical,8,Medium,15.86,True,Rarely,False,43.6,54.8,5.0,Fully Repaid
FARMER_4362,54,Female,14,OND/NCE,Married,2,Bauchi,0.0,38,7.6,Cassava,925458.98,641645.42,2147498.5,False,True,830000.0,Bundled Services Loan,31.94,24,69,0,Poor,Good,Fair,False,0,0.0,False,False,Modern Chemical,7,Medium,27.78,False,Never,False,31.0,92.0,1.0,Fully Repaid
FARMER_4363,28,Male,12,Secondary Complete,Married,14,Bauchi,0.0,12,9.47,Maize,818394.77,522121.81,2331331.43,False,True,1660000.0,Bundled Services Loan,25.65,18,8,2,Fair,N/A,Excellent,True,4,439749.85,False,False,None,5,High,37.97,False,Never,False,38.0,118.7,4.0,Partially Repaid
FARMER_4364,51,Male,9,Secondary Incomplete,Married,8,Abia,88241.8,24,5.8,Millet,533075.1,329923.66,1027241.93,False,False,0.0,N/A,0.0,0,0,0,Excellent,N/A,Poor,False,0,0.0,False,False,Integrated Pest Management,7,Low,39.44,True,Rarely,False,38.3,0.0,,N/A
FARMER_4365,23,Male,9,Secondary Incomplete,Married,8,Ekiti,0.0,7,0.79,Millet,77656.65,46756.91,248156.47,False,True,1960000.0,Bundled Services Loan,32.22,9,38,2,Excellent,Fair,Excellent,False,0,0.0,False,False,Traditional,5,Medium,12.84,True,Weekly,False,15.4,117.7,2.0,Partially Repaid
FARMER_4366,41,Female,12,Secondary Complete,Married,5,Cross River,0.0,15,26.15,Oil Palm,5774847.52,3605517.16,9360742.08,True,True,1520000.0,Asset Acquisition,28.84,24,35,0,Fair,Good,Fair,True,5,4410750.04,False,True,Modern Chemical,8,Low,19.51,True,Weekly,False,35.2,7.1,4.0,Fully Repaid
FARMER_4367,51,Female,14,OND/NCE,Married,7,Bauchi,240899.79,35,4.97,Cassava,622452.15,380208.94,1256567.75,False,True,1220000.0,Bundled Services Loan,18.34,6,35,4,Poor,Fair,Fair,False,0,0.0,True,False,None,4,Medium,21.48,False,Never,False,10.3,105.0,3.0,Partially Repaid
FARMER_4368,53,Female,14,OND/NCE,Widowed,3,Ondo,212823.31,24,8.57,Aquaculture,3233694.62,2092870.14,6193318.69,False,False,0.0,N/A,0.0,0,0,0,Excellent,Fair,Good,False,0,0.0,True,False,None,3,Low,30.31,True,Weekly,False,62.5,0.0,,N/A
FARMER_4369,63,Female,6,Primary Complete,Married,9,Ekiti,48374.52,1,4.61,Rice,770978.88,314845.28,1319588.77,True,True,590000.0,Input Loan,25.34,18,69,3,Good,Excellent,Poor,False,0,0.0,False,False,None,3,Low,37.21,True,Weekly,True,14.6,130.1,3.0,Defaulted
FARMER_4370,65,Female,12,Secondary Complete,Married,7,Zamfara,0.0,27,6.64,Millet,481612.6,208440.8,1004815.68,False,True,1470000.0,Bundled Services Loan,23.33,3,34,3,Excellent,Excellent,Good,True,3,318428.41,True,False,Organic,4,Low,28.49,True,Rarely,True,64.8,91.6,5.0,Partially Repaid
FARMER_4371,45,Female,3,Primary Incomplete,Married,9,Nasarawa,252495.36,29,35.46,Vegetables,6853816.14,4734502.3,10754863.92,False,False,0.0,N/A,0.0,0,0,0,Fair,Good,Excellent,False,0,0.0,False,False,Modern Chemical,6,Medium,21.7,False,Never,False,30.0,0.0,,N/A
FARMER_4372,23,Female,6,Primary Complete,Single,1,Ekiti,62723.97,7,4.31,Oil Palm,1207018.4,689438.13,1868904.37,True,True,1700000.0,Mechanization Loan,31.75,18,23,1,Fair,Poor,Excellent,False,0,0.0,True,False,Traditional,5,Medium,30.1,False,Never,False,66.0,103.5,3.0,Defaulted
FARMER_4373,36,Female,0,None,Married,12,Adamawa,0.0,20,5.52,Goats/Sheep,1597264.59,1045511.45,3845615.8,False,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Excellent,False,0,0.0,True,True,Traditional,5,High,34.01,True,Monthly,False,37.1,0.0,,N/A
FARMER_4374,27,Female,6,Primary Complete,Single,14,Ekiti,260433.6,11,5.29,Oil Palm,1041484.25,742524.1,3177649.44,True,False,0.0,N/A,0.0,0,0,0,Good,Fair,Excellent,False,0,0.0,False,False,Modern Chemical,6,Low,9.23,True,Monthly,False,40.9,0.0,,N/A
FARMER_4375,23,Female,6,Primary Complete,Single,2,Cross River,228050.28,7,35.71,Maize,3544989.27,2262023.96,9108003.75,False,True,590000.0,Working Capital,30.16,9,58,4,Poor,Good,Good,False,0,0.0,True,False,None,3,Medium,33.01,False,Never,False,55.2,102.4,0.0,Defaulted
