Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason
LOAN_0018817,FARMER_09488,ENT_018880,95000,12.3,2016-08-19,No,10520,2016-12-17,12,3,Non-creditworthy,0.09,0.74,Commercial Bank,5,28.1,1,Yes,Input Price Hike
LOAN_0018818,FARMER_09488,ENT_018880,220000,6.0,2021-07-27,Yes,259600,2024-07-11,36,19,Non-creditworthy,0.2,0.74,Informal Lender,2,85.5,5,No,N/A
LOAN_0018819,FARMER_09488,ENT_018881,715000,5.6,2022-11-05,Yes,755040,2023-10-31,12,10,Creditworthy,0.41,0.56,Cooperative,4,79.5,2,No,N/A
LOAN_0018820,FARMER_09489,ENT_018882,390000,17.2,2024-08-19,Yes,186086,,36,20,Creditworthy,0.46,0.55,Microfinance Bank,0,70.7,4,No,N/A
LOAN_0018821,FARMER_09489,ENT_018882,225000,6.5,2023-08-07,No,173281,,24,19,Non-creditworthy,0.27,0.55,Microfinance Bank,3,15.0,0,No,N/A
LOAN_0018822,FARMER_09490,ENT_018883,20000,6.8,2024-02-17,No,2632,2024-05-17,12,3,Non-creditworthy,0.17,0.65,Government Program,2,69.9,5,Yes,Low/Poor Yield
LOAN_0018823,FARMER_09492,ENT_018885,665000,17.2,2017-04-24,Yes,1008140,2020-04-08,36,4,Creditworthy,0.03,0.59,Government Program,4,18.5,3,No,N/A
LOAN_0018824,FARMER_09493,ENT_018886,515000,7.8,2024-08-16,Yes,121763,,24,6,Creditworthy,0.37,0.54,Bank of Agriculture,2,34.0,0,No,N/A
LOAN_0018825,FARMER_09494,ENT_018891,165000,22.3,2022-05-24,Yes,220192,2023-11-15,18,16,Non-creditworthy,0.02,0.45,Bank of Agriculture,3,59.8,5,No,N/A
LOAN_0018826,FARMER_09494,ENT_018891,85000,22.9,2019-03-09,Yes,123930,2021-02-26,24,17,Creditworthy,0.01,0.45,Bank of Agriculture,4,47.8,0,No,N/A
LOAN_0018827,FARMER_09495,ENT_018893,370000,5.5,2020-12-05,No,410700,2022-11-25,24,23,Creditworthy,0.2,0.57,Family/Friends,1,15.8,2,No,N/A
LOAN_0018828,FARMER_09495,ENT_018893,245000,9.1,2022-09-20,Yes,278442,2024-03-13,18,18,Creditworthy,0.13,0.57,Commercial Bank,2,85.1,5,No,N/A
LOAN_0018829,FARMER_09496,ENT_018896,650000,27.1,2017-04-28,Yes,826150,2018-04-23,12,8,Creditworthy,0.38,0.42,Commercial Bank,0,38.8,3,No,N/A
LOAN_0018830,FARMER_09496,ENT_018897,80000,8.8,2018-09-18,No,94080,2020-09-07,24,15,Creditworthy,0.0,0.43,Family/Friends,1,59.1,6,No,N/A
LOAN_0018831,FARMER_09497,ENT_018898,595000,21.7,2023-10-14,No,258402,,36,2,Creditworthy,0.0,0.55,Government Program,3,10.7,6,No,N/A
LOAN_0018832,FARMER_09498,ENT_018900,290000,16.7,2023-11-24,Yes,57933,,36,1,Creditworthy,0.01,0.75,Commercial Bank,4,63.9,0,No,N/A
LOAN_0018833,FARMER_09498,ENT_018901,115000,21.2,2017-10-04,No,188140,2020-09-18,36,8,Creditworthy,0.0,0.7,Commercial Bank,1,50.3,6,No,N/A
LOAN_0018834,FARMER_09500,ENT_018904,670000,34.5,2021-02-09,No,319518,2021-08-08,36,14,Non-creditworthy,0.02,0.4,Commercial Bank,0,4.1,2,Yes,Policy Change
LOAN_0018835,FARMER_09500,ENT_018905,1025000,13.4,2024-10-26,No,1093675,2025-04-24,6,2,Creditworthy,0.01,0.44,Informal Lender,1,67.0,4,No,N/A
LOAN_0018836,FARMER_09500,ENT_018905,895000,5.2,2024-10-06,No,94563,,18,12,Creditworthy,0.01,0.44,Bank of Agriculture,2,9.6,3,No,N/A
LOAN_0018837,FARMER_09501,ENT_018906,265000,11.8,2017-08-25,No,358810,2020-08-09,36,32,Non-creditworthy,0.0,0.71,Commercial Bank,4,19.9,3,No,N/A
LOAN_0018838,FARMER_09501,ENT_018907,765000,27.2,2024-04-11,Yes,310824,,24,2,Non-creditworthy,0.01,0.53,Informal Lender,3,81.8,2,No,N/A
LOAN_0018839,FARMER_09503,ENT_018909,260000,27.7,2023-05-27,Yes,332020,2024-05-21,12,12,Creditworthy,0.0,0.73,Informal Lender,2,86.0,1,No,N/A
LOAN_0018840,FARMER_09503,ENT_018909,100000,5.5,2023-09-17,No,26392,,24,11,Non-creditworthy,0.0,0.73,Microfinance Bank,5,85.6,1,No,N/A
LOAN_0018841,FARMER_09503,ENT_018910,1270000,12.6,2020-07-22,Yes,425427,2021-02-17,18,7,Non-creditworthy,0.48,0.64,Informal Lender,2,89.9,6,Yes,Diversion of Funds
LOAN_0018842,FARMER_09503,ENT_018910,1185000,11.7,2024-01-16,Yes,70817,,36,27,Creditworthy,0.45,0.64,Cooperative,2,4.3,5,No,N/A
LOAN_0018843,FARMER_09503,ENT_018911,1010000,15.7,2021-01-15,No,1089285,2021-07-14,6,1,Non-creditworthy,0.5,0.77,Commercial Bank,5,4.9,6,No,N/A
LOAN_0018844,FARMER_09504,ENT_018913,275000,34.2,2015-12-12,No,322025,2016-06-09,6,2,Creditworthy,0.11,0.48,Family/Friends,1,92.8,6,No,N/A
LOAN_0018845,FARMER_09504,ENT_018913,700000,29.8,2022-02-14,No,1325800,2025-01-29,36,1,Non-creditworthy,0.28,0.48,Informal Lender,5,20.7,0,No,N/A
LOAN_0018846,FARMER_09504,ENT_018914,115000,28.1,2017-03-14,Yes,211945,2020-02-27,36,1,Non-creditworthy,0.0,0.68,Informal Lender,0,55.6,0,No,N/A
LOAN_0018847,FARMER_09504,ENT_018914,45000,29.5,2024-10-11,No,16235,2025-02-08,18,17,Non-creditworthy,0.0,0.68,Family/Friends,5,59.3,1,Yes,Policy Change
LOAN_0018848,FARMER_09505,ENT_018915,290000,21.4,2022-09-11,No,352060,2023-09-06,12,8,Creditworthy,0.0,0.54,Commercial Bank,2,12.9,2,No,N/A
LOAN_0018849,FARMER_09506,ENT_018917,100000,8.6,2022-02-05,Yes,104300,2022-08-04,6,4,Non-creditworthy,0.21,0.63,Government Program,0,96.2,0,No,N/A
LOAN_0018850,FARMER_09506,ENT_018917,55000,5.1,2020-05-26,No,63415,2023-05-11,36,22,Creditworthy,0.12,0.63,Commercial Bank,5,93.8,0,No,N/A
LOAN_0018851,FARMER_09506,ENT_018918,160000,8.2,2016-10-18,Yes,173120,2017-10-13,12,5,Non-creditworthy,0.01,0.76,Government Program,2,83.6,3,No,N/A
LOAN_0018852,FARMER_09506,ENT_018919,265000,7.7,2020-03-20,No,295608,2021-09-11,18,2,Creditworthy,0.14,0.68,Government Program,1,72.8,1,No,N/A
LOAN_0018853,FARMER_09506,ENT_018919,940000,14.4,2016-11-26,Yes,1346080,2019-11-11,36,11,Creditworthy,0.48,0.68,Informal Lender,1,7.1,6,No,N/A
LOAN_0018854,FARMER_09507,ENT_018920,125000,29.6,2015-12-24,No,199000,2017-12-13,24,24,Non-creditworthy,0.01,0.74,Bank of Agriculture,1,59.1,1,No,N/A
LOAN_0018855,FARMER_09507,ENT_018920,140000,24.6,2015-04-11,No,243320,2018-03-26,36,3,Creditworthy,0.01,0.74,Family/Friends,5,96.5,3,No,N/A
LOAN_0018856,FARMER_09507,ENT_018921,245000,17.5,2019-05-14,Yes,287875,2020-05-08,12,7,Non-creditworthy,0.01,0.79,Family/Friends,3,15.5,0,No,N/A
LOAN_0018857,FARMER_09507,ENT_018921,250000,27.7,2024-05-14,No,51812,,18,12,Non-creditworthy,0.01,0.79,Cooperative,2,14.4,1,No,N/A
LOAN_0018858,FARMER_09508,ENT_018923,260000,9.4,2020-09-21,Yes,284440,2021-09-16,12,8,Creditworthy,0.01,0.47,Commercial Bank,3,45.3,3,No,N/A
LOAN_0018859,FARMER_09508,ENT_018923,170000,31.0,2021-07-08,Yes,275400,2023-06-28,24,23,Creditworthy,0.0,0.47,Bank of Agriculture,4,11.9,6,No,N/A
LOAN_0018860,FARMER_09509,ENT_018924,840000,8.2,2023-08-11,Yes,943320,2025-02-01,18,15,Creditworthy,0.0,0.42,Commercial Bank,2,28.2,6,No,N/A
LOAN_0018861,FARMER_09509,ENT_018924,340000,6.3,2023-12-13,No,167058,,36,27,Creditworthy,0.0,0.42,Commercial Bank,0,92.7,3,No,N/A
LOAN_0018862,FARMER_09509,ENT_018925,115000,14.6,2024-09-09,No,25733,2025-01-07,6,5,Non-creditworthy,0.17,0.51,Microfinance Bank,2,76.5,6,Yes,Other
LOAN_0018863,FARMER_09509,ENT_018925,175000,25.5,2019-11-17,No,219625,2020-11-11,12,5,Creditworthy,0.26,0.51,Commercial Bank,1,59.9,3,No,N/A
LOAN_0018864,FARMER_09510,ENT_018926,245000,31.8,2019-12-12,No,283955,2020-06-09,6,3,Creditworthy,0.0,0.73,Microfinance Bank,0,80.5,2,No,N/A
LOAN_0018865,FARMER_09511,ENT_018927,275000,18.2,2019-11-21,No,375100,2021-11-10,24,19,Creditworthy,0.0,0.58,Informal Lender,5,52.8,0,No,N/A
LOAN_0018866,FARMER_09511,ENT_018927,375000,23.9,2023-05-11,No,464625,2024-05-05,12,6,Creditworthy,0.01,0.58,Family/Friends,4,58.5,5,No,N/A
LOAN_0018867,FARMER_09511,ENT_018928,60000,11.7,2022-02-09,Yes,81060,2025-01-24,36,27,Creditworthy,0.13,0.65,Government Program,4,72.4,2,No,N/A
LOAN_0018868,FARMER_09511,ENT_018929,275000,25.4,2020-06-10,No,344850,2021-06-05,12,3,Creditworthy,0.2,0.41,Cooperative,5,99.3,4,No,N/A
LOAN_0018869,FARMER_09513,ENT_018931,780000,22.0,2020-03-05,Yes,951600,2021-02-28,12,8,Non-creditworthy,0.46,0.72,Family/Friends,4,29.5,3,No,N/A
LOAN_0018870,FARMER_09516,ENT_018936,120000,33.0,2019-04-26,No,32740,2019-07-25,6,5,Non-creditworthy,0.14,0.67,Government Program,1,40.0,4,Yes,Policy Change
LOAN_0018871,FARMER_09516,ENT_018937,55000,23.6,2024-10-04,No,381,,12,5,Creditworthy,0.14,0.42,Microfinance Bank,1,12.2,5,No,N/A
LOAN_0018872,FARMER_09517,ENT_018938,620000,29.6,2017-01-14,Yes,895280,2018-07-08,18,10,Creditworthy,0.42,0.66,Informal Lender,3,89.1,3,No,N/A
LOAN_0018873,FARMER_09517,ENT_018938,435000,6.4,2015-12-13,Yes,448920,2016-06-10,6,1,Creditworthy,0.3,0.66,Bank of Agriculture,2,69.2,1,No,N/A
LOAN_0018874,FARMER_09518,ENT_018940,55000,30.2,2023-11-09,Yes,19320,,36,26,Creditworthy,0.01,0.71,Informal Lender,3,68.0,2,No,N/A
LOAN_0018875,FARMER_09518,ENT_018940,65000,29.4,2022-03-07,Yes,12476,2022-05-06,6,4,Non-creditworthy,0.01,0.71,Microfinance Bank,2,98.2,3,Yes,Low/Poor Yield
LOAN_0018876,FARMER_09519,ENT_018941,250000,29.6,2024-12-15,Yes,146927,,6,6,Creditworthy,0.01,0.78,Informal Lender,4,38.7,1,No,N/A
LOAN_0018877,FARMER_09519,ENT_018942,535000,33.4,2020-11-24,No,343327,2020-12-24,18,2,Non-creditworthy,0.0,0.49,Microfinance Bank,0,88.1,5,Yes,Drought/Flood
LOAN_0018878,FARMER_09520,ENT_018943,345000,25.8,2024-01-07,Yes,44739,,18,15,Creditworthy,0.23,0.45,Cooperative,3,34.4,5,No,N/A
LOAN_0018879,FARMER_09521,ENT_018944,1775000,33.9,2024-06-09,Yes,1137169,,18,6,Non-creditworthy,0.53,0.67,Bank of Agriculture,1,89.2,5,No,N/A
LOAN_0018880,FARMER_09521,ENT_018944,880000,12.2,2024-12-07,Yes,371970,,6,4,Non-creditworthy,0.26,0.67,Cooperative,0,12.3,4,No,N/A
LOAN_0018881,FARMER_09522,ENT_018945,115000,13.1,2024-11-11,No,39180,,24,20,Creditworthy,0.0,0.5,Cooperative,4,76.9,6,No,N/A
LOAN_0018882,FARMER_09522,ENT_018946,130000,10.0,2021-09-23,Yes,149500,2023-03-17,18,8,Non-creditworthy,0.31,0.64,Bank of Agriculture,5,7.8,0,No,N/A
LOAN_0018883,FARMER_09522,ENT_018946,170000,18.7,2017-07-23,No,217685,2019-01-14,18,13,Creditworthy,0.4,0.64,Family/Friends,3,48.1,0,No,N/A
LOAN_0018884,FARMER_09523,ENT_018948,55000,19.3,2019-05-01,No,14669,2019-08-29,24,16,Non-creditworthy,0.01,0.67,Family/Friends,5,99.1,4,Yes,Diversion of Funds
LOAN_0018885,FARMER_09523,ENT_018948,160000,12.9,2016-05-04,No,201280,2018-04-24,24,2,Creditworthy,0.02,0.67,Commercial Bank,5,71.4,5,No,N/A
LOAN_0018886,FARMER_09523,ENT_018949,495000,10.1,2017-08-10,No,594990,2019-07-31,24,9,Creditworthy,0.53,0.7,Government Program,5,65.4,2,No,N/A
LOAN_0018887,FARMER_09523,ENT_018949,145000,20.3,2020-01-10,No,174435,2021-01-04,12,5,Non-creditworthy,0.16,0.7,Informal Lender,0,9.7,5,No,N/A
LOAN_0018888,FARMER_09524,ENT_018950,1085000,22.1,2016-10-02,Yes,1324785,2017-09-27,12,8,Non-creditworthy,0.03,0.8,Informal Lender,5,31.6,5,No,N/A
LOAN_0018889,FARMER_09524,ENT_018950,1100000,17.3,2023-11-09,Yes,1290300,2024-11-03,12,2,Non-creditworthy,0.03,0.8,Cooperative,5,45.4,2,No,N/A
LOAN_0018890,FARMER_09525,ENT_018951,895000,13.0,2016-02-12,Yes,1127700,2018-02-01,24,9,Creditworthy,0.04,0.61,Family/Friends,5,44.5,4,No,N/A
LOAN_0018891,FARMER_09525,ENT_018951,710000,27.5,2015-07-08,Yes,905250,2016-07-02,12,5,Creditworthy,0.04,0.61,Family/Friends,2,58.5,2,No,N/A
LOAN_0018892,FARMER_09525,ENT_018953,635000,30.1,2018-03-23,No,826135,2019-03-18,12,2,Non-creditworthy,0.38,0.57,Commercial Bank,0,79.5,2,No,N/A
LOAN_0018893,FARMER_09526,ENT_018954,455000,13.0,2024-06-26,Yes,74667,2025-04-22,12,5,Non-creditworthy,0.01,0.79,Microfinance Bank,4,45.4,2,Yes,Input Price Hike
LOAN_0018894,FARMER_09527,ENT_018956,160000,13.9,2015-08-01,Yes,226720,2018-07-16,36,1,Creditworthy,0.1,0.47,Bank of Agriculture,0,56.8,1,No,N/A
LOAN_0018895,FARMER_09527,ENT_018956,695000,29.9,2020-02-02,Yes,220126,2020-05-02,6,5,Non-creditworthy,0.42,0.47,Informal Lender,4,5.7,1,Yes,Policy Change
LOAN_0018896,FARMER_09527,ENT_018957,85000,26.8,2015-12-18,No,130560,2017-12-07,24,10,Creditworthy,0.01,0.62,Informal Lender,3,86.2,5,No,N/A
LOAN_0018897,FARMER_09528,ENT_018958,50000,18.8,2021-01-24,Yes,68800,2023-01-14,24,21,Non-creditworthy,0.0,0.7,Government Program,5,41.8,0,No,N/A
LOAN_0018898,FARMER_09530,ENT_018960,875000,32.0,2020-08-18,No,1155000,2021-08-13,12,6,Non-creditworthy,0.01,0.62,Family/Friends,1,92.0,6,No,N/A
LOAN_0018899,FARMER_09531,ENT_018964,375000,6.5,2017-02-10,Yes,423750,2019-01-31,24,6,Creditworthy,0.0,0.69,Bank of Agriculture,3,19.3,2,No,N/A
LOAN_0018900,FARMER_09532,ENT_018965,1430000,19.6,2024-03-13,Yes,1051788,,18,17,Creditworthy,0.02,0.5,Government Program,1,80.1,4,No,N/A
LOAN_0018901,FARMER_09532,ENT_018965,555000,19.4,2024-12-02,No,172190,,24,20,Creditworthy,0.01,0.5,Government Program,5,97.5,0,No,N/A
LOAN_0018902,FARMER_09532,ENT_018966,605000,16.8,2024-06-27,No,315495,,36,11,Creditworthy,0.29,0.63,Family/Friends,5,86.2,0,No,N/A
LOAN_0018903,FARMER_09532,ENT_018966,1120000,15.8,2021-06-27,Yes,1208480,2021-12-24,6,1,Creditworthy,0.54,0.63,Family/Friends,4,80.3,4,No,N/A
LOAN_0018904,FARMER_09533,ENT_018967,575000,16.1,2019-08-28,Yes,73423,2021-09-16,36,33,Non-creditworthy,0.0,0.66,Commercial Bank,5,86.9,4,Yes,Pest Attack
LOAN_0018905,FARMER_09534,ENT_018970,660000,15.3,2024-05-20,Yes,340913,2025-01-15,18,18,Non-creditworthy,0.45,0.66,Informal Lender,1,71.7,6,Yes,Input Price Hike
LOAN_0018906,FARMER_09535,ENT_018971,1090000,12.1,2024-04-04,Yes,344776,,24,3,Creditworthy,0.03,0.79,Commercial Bank,2,57.7,3,No,N/A
LOAN_0018907,FARMER_09535,ENT_018971,730000,6.4,2018-11-26,Yes,800080,2020-05-19,18,6,Non-creditworthy,0.02,0.79,Family/Friends,1,72.1,3,No,N/A
LOAN_0018908,FARMER_09535,ENT_018972,65000,29.4,2024-06-22,Yes,35123,,12,1,Creditworthy,0.0,0.63,Microfinance Bank,0,54.3,0,No,N/A
LOAN_0018909,FARMER_09535,ENT_018972,80000,17.1,2024-03-16,Yes,32395,2024-07-14,18,15,Non-creditworthy,0.0,0.63,Family/Friends,3,69.1,2,Yes,Pest Attack
LOAN_0018910,FARMER_09535,ENT_018973,20000,20.7,2023-05-19,No,26210,2024-11-09,18,16,Non-creditworthy,0.0,0.55,Government Program,0,81.8,4,No,N/A
LOAN_0018911,FARMER_09535,ENT_018973,20000,21.3,2023-01-10,No,22130,2023-07-09,6,2,Non-creditworthy,0.0,0.55,Bank of Agriculture,5,46.0,1,No,N/A
LOAN_0018912,FARMER_09536,ENT_018974,825000,24.7,2018-02-27,Yes,1232550,2020-02-17,24,22,Non-creditworthy,0.02,0.44,Informal Lender,2,56.5,6,No,N/A
LOAN_0018913,FARMER_09536,ENT_018974,260000,30.5,2024-02-24,No,195894,,24,10,Non-creditworthy,0.01,0.44,Bank of Agriculture,1,8.3,3,No,N/A
LOAN_0018914,FARMER_09536,ENT_018975,345000,8.3,2023-05-08,No,387952,2024-10-29,18,9,Non-creditworthy,0.32,0.77,Cooperative,1,51.3,3,No,N/A
LOAN_0018915,FARMER_09537,ENT_018977,475000,6.1,2024-11-25,Yes,19988,,12,7,Creditworthy,0.01,0.68,Microfinance Bank,5,89.7,0,No,N/A
LOAN_0018916,FARMER_09537,ENT_018977,295000,18.4,2024-11-02,No,162661,2025-07-30,18,3,Non-creditworthy,0.01,0.68,Government Program,0,59.8,0,Yes,Input Price Hike
LOAN_0018917,FARMER_09538,ENT_018979,75000,25.7,2023-03-18,No,94275,2024-03-12,12,11,Non-creditworthy,0.0,0.66,Bank of Agriculture,1,70.7,6,No,N/A
LOAN_0018918,FARMER_09539,ENT_018981,275000,8.7,2024-07-15,No,160418,,24,10,Non-creditworthy,0.0,0.74,Commercial Bank,3,31.4,4,No,N/A
LOAN_0018919,FARMER_09539,ENT_018983,45000,16.2,2024-06-19,Yes,31520,,36,22,Creditworthy,0.01,0.7,Cooperative,1,20.7,2,No,N/A
LOAN_0018920,FARMER_09540,ENT_018984,30000,31.7,2021-01-07,Yes,16809,2022-05-02,18,12,Non-creditworthy,0.0,0.41,Bank of Agriculture,1,54.4,0,Yes,Other
LOAN_0018921,FARMER_09540,ENT_018984,30000,28.8,2018-04-24,No,3939,2020-07-12,36,16,Non-creditworthy,0.0,0.41,Family/Friends,0,11.5,1,Yes,Policy Change
LOAN_0018922,FARMER_09541,ENT_018985,205000,12.6,2017-01-18,Yes,243745,2018-07-12,18,18,Creditworthy,0.0,0.72,Bank of Agriculture,2,68.4,3,No,N/A
LOAN_0018923,FARMER_09541,ENT_018986,500000,33.3,2018-07-04,No,583250,2018-12-31,6,3,Creditworthy,0.48,0.42,Cooperative,3,87.7,4,No,N/A
LOAN_0018924,FARMER_09541,ENT_018986,125000,19.9,2015-02-22,Yes,40581,2017-08-10,36,2,Non-creditworthy,0.12,0.42,Family/Friends,4,12.4,0,Yes,Illness of Farmer
LOAN_0018925,FARMER_09542,ENT_018988,440000,19.1,2024-04-23,Yes,334912,,18,7,Non-creditworthy,0.02,0.51,Cooperative,1,67.9,6,No,N/A
LOAN_0018926,FARMER_09542,ENT_018989,270000,29.6,2023-05-21,Yes,15904,,24,6,Creditworthy,0.01,0.69,Microfinance Bank,3,97.7,4,No,N/A
LOAN_0018927,FARMER_09542,ENT_018989,510000,32.8,2024-02-05,No,162002,2024-12-01,12,2,Non-creditworthy,0.01,0.69,Informal Lender,3,80.4,5,Yes,Diversion of Funds
LOAN_0018928,FARMER_09544,ENT_018991,505000,5.5,2021-11-10,Yes,588325,2024-10-25,36,30,Non-creditworthy,0.03,0.68,Government Program,0,1.5,0,No,N/A
LOAN_0018929,FARMER_09544,ENT_018992,50000,23.0,2020-11-12,Yes,73000,2022-11-02,24,19,Creditworthy,0.32,0.73,Microfinance Bank,4,65.9,5,No,N/A
LOAN_0018930,FARMER_09545,ENT_018993,1000000,22.3,2021-04-12,Yes,1334500,2022-10-04,18,18,Non-creditworthy,0.38,0.58,Microfinance Bank,1,80.6,1,No,N/A
LOAN_0018931,FARMER_09545,ENT_018994,130000,29.7,2021-05-06,No,207220,2023-04-26,24,22,Creditworthy,0.01,0.57,Government Program,5,31.5,0,No,N/A
LOAN_0018932,FARMER_09545,ENT_018994,275000,8.6,2024-11-18,Yes,82136,,18,15,Creditworthy,0.02,0.57,Family/Friends,0,15.1,4,No,N/A
LOAN_0018933,FARMER_09545,ENT_018995,825000,7.1,2024-10-16,No,80799,,24,1,Non-creditworthy,0.31,0.45,Microfinance Bank,0,50.0,6,No,N/A
LOAN_0018934,FARMER_09545,ENT_018995,800000,6.6,2024-07-25,Yes,24923,,36,16,Creditworthy,0.3,0.45,Microfinance Bank,3,99.6,4,No,N/A
LOAN_0018935,FARMER_09546,ENT_018996,650000,30.4,2024-10-01,No,281433,2025-08-27,18,2,Non-creditworthy,0.45,0.66,Family/Friends,0,78.9,0,Yes,Policy Change
LOAN_0018936,FARMER_09546,ENT_018996,245000,30.3,2024-03-25,Yes,163375,2024-11-20,12,8,Non-creditworthy,0.17,0.66,Informal Lender,5,66.6,4,Yes,Other
LOAN_0018937,FARMER_09547,ENT_018998,280000,12.6,2015-04-09,Yes,332920,2016-09-30,18,16,Creditworthy,0.0,0.61,Informal Lender,1,75.4,3,No,N/A
LOAN_0018938,FARMER_09547,ENT_018998,230000,26.6,2017-09-09,Yes,321770,2019-03-03,18,18,Non-creditworthy,0.0,0.61,Bank of Agriculture,2,51.6,1,No,N/A
LOAN_0018939,FARMER_09547,ENT_018999,75000,10.5,2021-01-09,No,29464,2021-09-06,18,16,Non-creditworthy,0.01,0.5,Microfinance Bank,2,75.0,3,Yes,Drought/Flood
LOAN_0018940,FARMER_09548,ENT_019000,325000,9.9,2015-06-11,Yes,357175,2016-06-05,12,7,Creditworthy,0.35,0.48,Government Program,4,60.1,0,No,N/A
LOAN_0018941,FARMER_09548,ENT_019000,390000,23.2,2016-10-27,No,125794,2017-01-25,18,18,Non-creditworthy,0.43,0.48,Government Program,5,39.5,5,Yes,Market Loss
LOAN_0018942,FARMER_09548,ENT_019001,645000,27.4,2019-06-09,No,359078,2019-10-07,6,5,Non-creditworthy,0.0,0.42,Bank of Agriculture,2,53.8,5,Yes,Other
LOAN_0018943,FARMER_09550,ENT_019003,85000,19.5,2015-03-15,No,109862,2016-09-05,18,1,Creditworthy,0.06,0.78,Government Program,3,53.9,5,No,N/A
LOAN_0018944,FARMER_09551,ENT_019004,235000,28.6,2023-04-18,No,369420,2025-04-07,24,6,Creditworthy,0.0,0.57,Bank of Agriculture,4,35.3,0,No,N/A
LOAN_0018945,FARMER_09552,ENT_019006,25000,18.4,2022-08-22,Yes,27300,2023-02-18,6,3,Non-creditworthy,0.01,0.69,Microfinance Bank,0,3.2,2,No,N/A
LOAN_0018946,FARMER_09553,ENT_019007,885000,16.4,2019-03-14,No,1030140,2020-03-08,12,4,Non-creditworthy,0.3,0.46,Government Program,5,51.1,2,No,N/A
LOAN_0018947,FARMER_09553,ENT_019007,290000,26.4,2015-08-23,Yes,366560,2016-08-17,12,8,Non-creditworthy,0.1,0.46,Informal Lender,2,46.4,6,No,N/A
LOAN_0018948,FARMER_09554,ENT_019009,405000,24.8,2024-07-13,Yes,282504,,18,18,Creditworthy,0.0,0.53,Informal Lender,1,63.0,3,No,N/A
LOAN_0018949,FARMER_09554,ENT_019009,460000,28.3,2016-01-18,No,590180,2017-01-12,12,7,Non-creditworthy,0.0,0.53,Family/Friends,3,79.7,5,No,N/A
LOAN_0018950,FARMER_09555,ENT_019010,20000,34.0,2019-11-24,Yes,23400,2020-05-22,6,5,Creditworthy,0.0,0.49,Cooperative,3,16.0,4,No,N/A
LOAN_0018951,FARMER_09556,ENT_019012,315000,27.2,2018-01-16,Yes,486360,2020-01-06,24,8,Non-creditworthy,0.01,0.47,Bank of Agriculture,4,80.2,4,No,N/A
LOAN_0018952,FARMER_09556,ENT_019012,515000,27.3,2024-05-27,Yes,75276,,18,9,Creditworthy,0.01,0.47,Informal Lender,5,69.6,3,No,N/A
LOAN_0018953,FARMER_09557,ENT_019013,605000,16.5,2018-12-09,Yes,654912,2019-06-07,6,2,Non-creditworthy,0.03,0.58,Informal Lender,1,45.4,4,No,N/A
LOAN_0018954,FARMER_09557,ENT_019015,20000,30.5,2022-11-27,Yes,26100,2023-11-22,12,11,Non-creditworthy,0.22,0.64,Commercial Bank,2,81.7,6,No,N/A
LOAN_0018955,FARMER_09557,ENT_019015,40000,30.1,2018-09-11,No,52040,2019-09-06,12,2,Non-creditworthy,0.43,0.64,Government Program,5,54.6,1,No,N/A
LOAN_0018956,FARMER_09558,ENT_019016,545000,22.1,2021-02-26,No,785890,2023-02-16,24,15,Non-creditworthy,0.31,0.79,Commercial Bank,2,74.4,4,No,N/A
LOAN_0018957,FARMER_09558,ENT_019016,900000,22.7,2017-07-05,Yes,562895,2018-08-29,24,18,Non-creditworthy,0.51,0.79,Government Program,5,99.7,5,Yes,Diversion of Funds
LOAN_0018958,FARMER_09559,ENT_019017,530000,12.0,2022-08-13,Yes,561800,2023-02-09,6,4,Creditworthy,0.53,0.49,Bank of Agriculture,4,86.1,5,No,N/A
LOAN_0018959,FARMER_09559,ENT_019017,270000,21.2,2021-06-04,Yes,298620,2021-12-01,6,2,Non-creditworthy,0.27,0.49,Cooperative,5,62.9,5,No,N/A
LOAN_0018960,FARMER_09559,ENT_019018,1135000,24.5,2024-05-14,No,506679,,18,17,Non-creditworthy,0.05,0.63,Microfinance Bank,3,58.0,0,No,N/A
LOAN_0018961,FARMER_09559,ENT_019018,1060000,31.3,2024-09-18,Yes,153627,,36,2,Non-creditworthy,0.05,0.63,Family/Friends,4,86.4,1,No,N/A
LOAN_0018962,FARMER_09559,ENT_019019,20000,14.7,2023-11-10,No,24410,2025-05-03,18,5,Non-creditworthy,0.01,0.66,Commercial Bank,3,66.4,3,No,N/A
LOAN_0018963,FARMER_09560,ENT_019020,255000,22.3,2020-10-11,Yes,283432,2021-04-09,6,1,Non-creditworthy,0.2,0.5,Bank of Agriculture,2,64.5,3,No,N/A
LOAN_0018964,FARMER_09560,ENT_019020,470000,21.4,2021-10-22,Yes,520290,2022-04-20,6,3,Non-creditworthy,0.38,0.5,Commercial Bank,1,33.0,4,No,N/A
LOAN_0018965,FARMER_09560,ENT_019021,85000,6.0,2016-12-07,No,100300,2019-11-22,36,14,Creditworthy,0.02,0.62,Microfinance Bank,3,37.4,0,No,N/A
